accession	NCBI_COG	NCBI_COG_Description	PathwayID	Pathway	NCBI_COG_evalue
GCA_000017945-FLGBHGLA_12220	COG0451	Nucleoside-diphosphate-sugar_epimerase	M	-	2.1e-15
GCA_000017945-FLGBHGLA_12230	-	-	-	-	-
GCA_000017945-FLGBHGLA_12240	-	-	-	-	-
GCA_000017945-FLGBHGLA_12250	-	-	-	-	-
GCA_000017945-FLGBHGLA_12260	-	-	-	-	-
GCA_000017945-FLGBHGLA_12270	COG4948	L-alanine-DL-glutamate_epimerase_or_related_enzyme_of_enolase_superfamily	MR	Non-phosphorylated_Entner-Doudoroff_pathway	1.5e-46
GCA_000017945-FLGBHGLA_12280	COG2890	Methylase_of_polypeptide_chain_release_factors	J	-	6.8e-06
GCA_000017945-FLGBHGLA_12290	COG0584	Glycerophosphoryl_diester_phosphodiesterase	I	-	2e-35
GCA_000017945-FLGBHGLA_12300	COG1534	RNA-binding_protein_YhbY	J	-	6.7e-23
GCA_000017945-FLGBHGLA_12310	COG2129	Predicted_phosphoesterase,_related_to_the_Icc_protein	R	-	1.3e-35
GCA_000017945-FLGBHGLA_12320	COG4976	Predicted_methyltransferase,_contains_TPR_repeat	R	-	8.4e-25
GCA_000017945-FLGBHGLA_12330	-	-	-	-	-
GCA_000017945-FLGBHGLA_12340	-	-	-	-	-
GCA_000017945-FLGBHGLA_12350	COG2174	Ribosomal_protein_L34E	J	Archaeal_ribosomal_proteins	1.7e-24
GCA_000017945-FLGBHGLA_12360	COG2019	Archaeal_adenylate_kinase	F	-	2.1e-57
GCA_000017945-FLGBHGLA_12370	COG0201	Preprotein_translocase_subunit_SecY	U	-	1.5e-74
GCA_000017945-FLGBHGLA_12380	COG0123	Acetoin_utilization_deacetylase_AcuC_or_a_related_deacetylase	Q	-	1.9e-98
GCA_000017945-FLGBHGLA_12390	COG3889	Extracellular_solute-binding_protein,_contains_Ig-fold_domain	R	-	3.7e-252
GCA_000017945-FLGBHGLA_12400	COG0315	Molybdenum_cofactor_biosynthesis_enzyme_MoaC	H	Molybdopterin_biosynthesis	4.6e-50
GCA_000017945-FLGBHGLA_12410	COG0609	ABC-type_Fe3+-siderophore_transport_system,_permease_component	P	-	4.3e-34
GCA_000017945-FLGBHGLA_12420	COG0614	ABC-type_Fe3+-hydroxamate_transport_system,_periplasmic_component	P	-	3.4e-35
GCA_000017945-FLGBHGLA_12430	COG0455	MinD-like_ATPase_FlhG/YlxH,_activator_of_the_FlhF-type_GTPase	DN	-	5.3e-21
GCA_000017945-FLGBHGLA_12440	COG1645	Uncharacterized_Zn-finger_containing_protein,_UPF0148_family	R	-	6.4e-15
GCA_000017945-FLGBHGLA_12450	COG1335	Nicotinamidase-related_amidase	HR	Pyrimidine_degradation	2.1e-51
GCA_000017945-FLGBHGLA_12460	COG0083	Homoserine_kinase	E	Threonine_biosynthesis	2e-69
GCA_000017945-FLGBHGLA_12470	COG2237	Uncharacterized_membrane_protein	S	-	1e-89
GCA_000017945-FLGBHGLA_12480	COG1340	Uncharacterized_coiled-coil_protein,_contains_DUF342_domain	S	-	1.3e-30
GCA_000017945-FLGBHGLA_12490	COG1100	GTPase_SAR1_family_domain	R	-	2.2e-17
GCA_000017945-FLGBHGLA_12500	COG2905	Signal-transduction_protein_containing_cAMP-binding,_CBS,_and_nucleotidyltransferase_domains	T	-	3.9e-30
GCA_000017945-FLGBHGLA_12510	-	-	-	-	-
GCA_000017945-FLGBHGLA_12520	COG1527	Archaeal/vacuolar-type_H+-ATPase_subunit_C/Vma6	C	A/V-type_ATP_synthase	3.1e-41
GCA_000017945-FLGBHGLA_12530	-	-	-	-	-
GCA_000017945-FLGBHGLA_12540	-	-	-	-	-
GCA_000017945-FLGBHGLA_12550	COG1993	PII-like_signaling_protein	T	-	2.3e-20
GCA_000017945-FLGBHGLA_12560	-	-	-	-	-
GCA_000017945-FLGBHGLA_12570	COG0396	Fe-S_cluster_assembly_ATPase_SufC	O	-	1.9e-83
GCA_000017945-FLGBHGLA_12580	COG0719	Fe-S_cluster_assembly_scaffold_protein_SufB	O	-	5.6e-96
GCA_000017945-FLGBHGLA_12590	-	-	-	-	-
GCA_000017945-FLGBHGLA_12600	COG0038	H+/Cl-_antiporter_ClcA	P	-	1.2e-60
GCA_000017945-FLGBHGLA_12610	-	-	-	-	-
GCA_000017945-FLGBHGLA_12620	-	-	-	-	-
GCA_000017945-FLGBHGLA_12630	-	-	-	-	-
GCA_000017945-FLGBHGLA_12640	-	-	-	-	-
GCA_000017945-FLGBHGLA_12650	COG0072	Phenylalanyl-tRNA_synthetase_beta_subunit	J	Aminoacyl-tRNA_synthetases	8.5e-68
GCA_000017945-FLGBHGLA_12660	COG0016	Phenylalanyl-tRNA_synthetase_alpha_subunit	J	Aminoacyl-tRNA_synthetases	6.6e-85
GCA_000017945-FLGBHGLA_12670	COG0174	Glutamine_synthetase	E	Glutamine_biosynthesis	1.3e-148
GCA_000017945-FLGBHGLA_12680	COG1918	Fe2+_transport_protein_FeoA	P	-	2.2e-19
GCA_000017945-FLGBHGLA_12690	COG5625	Predicted_DNA-binding_transcriptional_regulator,_contains_HTH_domain	K	-	7.6e-07
GCA_000017945-FLGBHGLA_12700	COG2062	Phosphohistidine_phosphatase_SixA	T	-	1.5e-23
GCA_000017945-FLGBHGLA_12710	-	-	-	-	-
GCA_000017945-FLGBHGLA_12720	-	-	-	-	-
GCA_000017945-FLGBHGLA_12730	-	-	-	-	-
GCA_000017945-FLGBHGLA_12740	COG1853	FMN_reductase_RutF,_DIM6/NTAB_family	C	Pyrimidine_degradation	1.7e-24
GCA_000017945-FLGBHGLA_12750	COG0235	5-methylthioribulose/5-deoxyribulose/Fuculose_1-phosphate_aldolase_(methionine_salvage,_sugar_degradation)	EG	Urea_cycle	6.6e-39
GCA_000017945-FLGBHGLA_12760	COG0727	Uncharacterized_protein_YkgJ,_contains_CxxCxxCC_motif	R	-	4.9e-16
GCA_000017945-FLGBHGLA_12770	COG1149	MinD_superfamily_P-loop_ATPase,_contains_an_inserted_ferredoxin_domain	R	-	4.7e-13
GCA_000017945-FLGBHGLA_12780	COG1719	Predicted_hydrocarbon_binding_protein,_contains_4VR_domain	R	-	1.1e-17
GCA_000017945-FLGBHGLA_12790	-	-	-	-	-
GCA_000017945-FLGBHGLA_12800	-	-	-	-	-
GCA_000017945-FLGBHGLA_12810	-	-	-	-	-
GCA_000017945-FLGBHGLA_12820	COG1719	Predicted_hydrocarbon_binding_protein,_contains_4VR_domain	R	-	6.3e-09
GCA_000017945-FLGBHGLA_12830	-	-	-	-	-
GCA_000017945-FLGBHGLA_12840	COG1855	Predicted_ATPase,_PilT_family,_contains_N-terminal_PIN_domain	UW	-	1.1e-209
GCA_000017945-FLGBHGLA_12850	COG1574	Predicted_amidohydrolase_YtcJ	R	-	4e-63
GCA_000017945-FLGBHGLA_12860	COG1063	Threonine_dehydrogenase_or_related_Zn-dependent_dehydrogenase	ER	Non-phosphorylated_Entner-Doudoroff_pathway	5.6e-18
GCA_000017945-FLGBHGLA_12870	COG0066	3-isopropylmalate_dehydratase_small_subunit	E	Isoleucine,_leucine,_valine_biosynthesis	3e-60
GCA_000017945-FLGBHGLA_12880	COG0119	Isopropylmalate/homocitrate/citramalate_synthases	E	Isoleucine,_leucine,_valine_biosynthesis	4.2e-107
GCA_000017945-FLGBHGLA_12890	-	-	-	-	-
GCA_000017945-FLGBHGLA_12900	COG1423	ATP-dependent_RNA_circularization_protein,_DNA/RNA_ligase_(PAB1020)__family	L	-	6.1e-108
GCA_000017945-FLGBHGLA_12910	COG0046	Phosphoribosylformylglycinamidine_(FGAM)_synthase,_synthetase_domain	F	Purine_biosynthesis	4.2e-222
GCA_000017945-FLGBHGLA_12920	COG1831	Predicted_metal-dependent_hydrolase,_urease_superfamily	R	-	2.6e-97
GCA_000017945-FLGBHGLA_12930	COG2220	L-ascorbate_lactonase_UlaG,_metallo-beta-lactamase_superfamily	G	-	6.3e-43
GCA_000017945-FLGBHGLA_12940	-	-	-	-	-
GCA_000017945-FLGBHGLA_12950	COG1014	Pyruvate:ferredoxin_oxidoreductase_or_related_2-oxoacid:ferredoxin_oxidoreductase,_gamma_subunit	C	Pyruvate_oxidation	1e-49
GCA_000017945-FLGBHGLA_12960	COG1144	Pyruvate:ferredoxin_oxidoreductase_or_related_2-oxoacid:ferredoxin_oxidoreductase,_delta_subunit	C	Pyruvate_oxidation	2.1e-27
GCA_000017945-FLGBHGLA_12970	COG0674	Pyruvate:ferredoxin_oxidoreductase_or_related_2-oxoacid:ferredoxin_oxidoreductase,_alpha_subunit	C	Pyruvate_oxidation	1e-95
GCA_000017945-FLGBHGLA_12980	COG1013	Pyruvate:ferredoxin_oxidoreductase_or_related_2-oxoacid:ferredoxin_oxidoreductase,_beta_subunit	C	Pyruvate_oxidation	1.5e-72
GCA_000017945-FLGBHGLA_12990	COG0585	tRNA(Glu)_U13_pseudouridine_synthase_TruD	J	tRNA_modification	3.1e-54
GCA_000017945-FLGBHGLA_13000	COG2163	Ribosomal_protein_L14E/L6E/L27E	J	Ribosome_50S_subunit	3.3e-31
GCA_000017945-FLGBHGLA_13010	COG0750	Membrane-associated_protease_RseP,_regulator_of_RpoE_activity	OK	-	1.2e-33
GCA_000017945-FLGBHGLA_13020	COG0039	Malate/lactate_dehydrogenase	C	TCA_cycle	2.2e-78
GCA_000017945-FLGBHGLA_13030	COG1603	RNase_P/RNase_MRP_subunit_p30	J	-	1.8e-28
GCA_000017945-FLGBHGLA_13040	COG1092	23S_rRNA_G2069_N7-methylase_RlmK_or_C1962_C5-methylase_RlmI	J	23S_rRNA_modification	1.7e-66
GCA_000017945-FLGBHGLA_13050	-	-	-	-	-
GCA_000017945-FLGBHGLA_13060	COG3959	Transketolase,_N-terminal_subunit	G	-	5.8e-93
GCA_000017945-FLGBHGLA_13070	COG1601	Translation_initiation_factor_2,_beta_subunit_(eIF-2beta)/eIF-5_N-terminal_domain	J	Translation_factors	2.7e-46
GCA_000017945-FLGBHGLA_13080	COG1779	C4-type_Zn-finger_protein	R	-	9.5e-07
GCA_000017945-FLGBHGLA_13090	COG3127	Predicted_ABC-type_transport_system_involved_in_lysophospholipase_L1_biosynthesis,_permease_component	Q	-	3.3e-47
GCA_000017945-FLGBHGLA_13100	COG1136	ABC-type_lipoprotein_export_system,_ATPase_component	M	-	1e-68
GCA_000017945-FLGBHGLA_13110	-	-	-	-	-
GCA_000017945-FLGBHGLA_13120	COG1860	Predicted_metal-binding_protein,_contains_two_cysteine_clusters,_UPF0179_family	FL	-	2.1e-39
GCA_000017945-FLGBHGLA_13130	COG0671	Membrane-associated_phospholipid_phosphatase	I	Phospholipid_biosynthesis	4.5e-20
GCA_000017945-FLGBHGLA_13140	COG0200	Ribosomal_protein_L15	J	Ribosome_50S_subunit	1.2e-15
GCA_000017945-FLGBHGLA_13150	COG1841	Ribosomal_protein_L30/L7E	J	Ribosome_50S_subunit	1.2e-09
GCA_000017945-FLGBHGLA_13160	COG0098	Ribosomal_protein_S5	J	Ribosome_30S_subunit	2.8e-49
GCA_000017945-FLGBHGLA_13170	COG0256	Ribosomal_protein_L18	J	Ribosome_50S_subunit	7.8e-35
GCA_000017945-FLGBHGLA_13180	COG2147	Ribosomal_protein_L19E	J	Archaeal_ribosomal_proteins	2.4e-61
GCA_000017945-FLGBHGLA_13190	COG1717	Ribosomal_protein_L32E	J	Archaeal_ribosomal_proteins	1.8e-52
GCA_000017945-FLGBHGLA_13200	COG0097	Ribosomal_protein_L6P/L9E	J	Ribosome_50S_subunit	1.5e-43
GCA_000017945-FLGBHGLA_13210	COG0023	Translation_initiation_factor_1_(eIF-1/SUI1)	J	Translation_factors	2.9e-33
GCA_000017945-FLGBHGLA_13220	COG1996	DNA-directed_RNA_polymerase,_subunit_RPC12/RpoP,_contains_C4-type_Zn-finger	K	RNA_polymerase	6e-08
GCA_000017945-FLGBHGLA_13230	-	-	-	-	-
GCA_000017945-FLGBHGLA_13240	COG0561	Hydroxymethylpyrimidine_pyrophosphatase_and_other_HAD_family_phosphatases	HR	-	1.2e-35
GCA_000017945-FLGBHGLA_13250	-	-	-	-	-
GCA_000017945-FLGBHGLA_13260	-	-	-	-	-
GCA_000017945-FLGBHGLA_13270	COG1204	Replicative_superfamily_II_helicase	L	-	4.9e-197
GCA_000017945-FLGBHGLA_13280	COG0128	5-enolpyruvylshikimate-3-phosphate_synthase	E	Aromatic_amino_acid_biosynthesis	1.8e-99
GCA_000017945-FLGBHGLA_13290	-	-	-	-	-
GCA_000017945-FLGBHGLA_13300	-	-	-	-	-
GCA_000017945-FLGBHGLA_13310	-	-	-	-	-
GCA_000017945-FLGBHGLA_13320	-	-	-	-	-
GCA_000017945-FLGBHGLA_13330	COG0004	Ammonia_channel_protein_AmtB	P	-	3e-121
GCA_000017945-FLGBHGLA_13340	COG0347	Nitrogen_regulatory_protein_PII	TE	-	5.7e-35
GCA_000017945-FLGBHGLA_13350	-	-	-	-	-
GCA_000017945-FLGBHGLA_13360	COG1474	Cdc6-related_protein,_AAA_superfamily_ATPase	L	-	1.2e-59
GCA_000017945-FLGBHGLA_13370	COG2345	Predicted_transcriptional_regulator,_ArsR_family	K	-	2.1e-06
GCA_000017945-FLGBHGLA_13380	COG1241	DNA_replicative_helicase_MCM_subunit_Mcm2,_Cdc46/Mcm_family	L	-	3.7e-241
GCA_000017945-FLGBHGLA_13390	COG1711	DNA_replication_initiation_complex_subunit,_GINS_family	L	-	1.4e-11
GCA_000017945-FLGBHGLA_13400	COG0470	DNA_polymerase_III,_delta_prime_subunit	L	-	1.2e-105
GCA_000017945-FLGBHGLA_13410	COG0470	DNA_polymerase_III,_delta_prime_subunit	L	-	6.6e-37
GCA_000017945-FLGBHGLA_13420	COG0180	Tryptophanyl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	3.3e-72
GCA_000017945-FLGBHGLA_13430	-	-	-	-	-
GCA_000017945-FLGBHGLA_13440	-	-	-	-	-
GCA_000017945-FLGBHGLA_13450	-	-	-	-	-
GCA_000017945-FLGBHGLA_13460	COG3356	Predicted_membrane-associated_lipid_hydrolase,_neutral_ceramidase_superfamily	I	-	4.2e-41
GCA_000017945-FLGBHGLA_13470	COG1155	Archaeal/vacuolar-type_H+-ATPase_catalytic_subunit_A/Vma1	C	A/V-type_ATP_synthase	4.5e-269
GCA_000017945-FLGBHGLA_13480	COG1872	Uncharacterized_conserved_protein_YggU,_UPF0235/DUF167_family	S	-	2.2e-22
GCA_000017945-FLGBHGLA_13490	COG2404	Oligoribonuclease_NrnA/c-di-AMP_phosphodiesterase_DhhP,_DHH_superfamily	JT	-	7.2e-64
GCA_000017945-FLGBHGLA_13500	COG2521	Predicted_archaeal_methyltransferase	R	-	2.5e-109
GCA_000017945-FLGBHGLA_13510	-	-	-	-	-
GCA_000017945-FLGBHGLA_13520	-	-	-	-	-
GCA_000017945-FLGBHGLA_13530	COG1814	Predicted_Fe2+/Mn2+_transporter,_VIT1/CCC1_family	P	-	3.5e-28
GCA_000017945-FLGBHGLA_13540	-	-	-	-	-
GCA_000017945-FLGBHGLA_13550	-	-	-	-	-
GCA_000017945-FLGBHGLA_13560	-	-	-	-	-
GCA_000017945-FLGBHGLA_13570	-	-	-	-	-
GCA_000017945-FLGBHGLA_13580	-	-	-	-	-
GCA_000017945-FLGBHGLA_13590	-	-	-	-	-
GCA_000017945-FLGBHGLA_13600	COG2517	Predicted_RNA-binding_protein,_contains_C-terminal_EMAP_domain	R	-	2.6e-67
GCA_000017945-FLGBHGLA_13610	-	-	-	-	-
GCA_000017945-FLGBHGLA_13620	COG4109	Predicted_transcriptional_regulator_containing_CBS_domains	K	-	8e-41
GCA_000017945-FLGBHGLA_13630	-	-	-	-	-
GCA_000017945-FLGBHGLA_13640	-	-	-	-	-
GCA_000017945-FLGBHGLA_13650	-	-	-	-	-
GCA_000017945-FLGBHGLA_13660	-	-	-	-	-
GCA_000017945-FLGBHGLA_13670	COG1966	Carbon_starvation_protein_CstA_(peptide/pyruvate_transporter)	CE	-	3.6e-158
GCA_000017945-FLGBHGLA_13680	-	-	-	-	-
GCA_000017945-FLGBHGLA_13690	COG0003	Anion-transporting_ATPase,_ArsA/GET3_family	P	-	5.6e-76
GCA_000017945-FLGBHGLA_13700	-	-	-	-	-
GCA_000017945-FLGBHGLA_13710	-	-	-	-	-
GCA_000017945-FLGBHGLA_13720	COG2242	Precorrin-6B_methylase_2	H	Cobalamine/B12_biosynthesis	6e-18
GCA_000017945-FLGBHGLA_13730	COG2020	Protein-S-isoprenylcysteine_O-methyltransferase_Ste14	O	-	2.1e-19
GCA_000017945-FLGBHGLA_13740	COG0134	Indole-3-glycerol_phosphate_synthase	E	Aromatic_amino_acid_biosynthesis	3.6e-60
GCA_000017945-FLGBHGLA_13750	COG4608	ABC-type_oligopeptide_transport_system,_ATPase_component	E	-	1.2e-108
GCA_000017945-FLGBHGLA_13760	COG0144	16S_rRNA_C967_or_C1407_C5-methylase,_RsmB/RsmF_family	J	16S_rRNA_modification	1.7e-38
GCA_000017945-FLGBHGLA_13770	COG1719	Predicted_hydrocarbon_binding_protein,_contains_4VR_domain	R	-	1.7e-22
GCA_000017945-FLGBHGLA_13780	COG0079	Histidinol-phosphate/aromatic_aminotransferase_or_cobyric_acid_decarboxylase	E	Cobalamine/B12_biosynthesis	3.7e-78
GCA_000017945-FLGBHGLA_13790	COG1731	Archaeal_riboflavin_synthase	H	Riboflavin/FAD_biosynthesis	1.7e-68
GCA_000017945-FLGBHGLA_13800	COG1818	tRNA(Ser,Leu)_C12_N-acetylase_TAN1,_contains_THUMP_domain	J	tRNA_modification	1.4e-42
GCA_000017945-FLGBHGLA_13810	COG0601	ABC-type_dipeptide/oligopeptide/nickel_transport_system,_permease_component	EP	-	1.2e-73
GCA_000017945-FLGBHGLA_13820	COG1173	ABC-type_dipeptide/oligopeptide/nickel_transport_system,_permease_component	EP	-	2.4e-77
GCA_000017945-FLGBHGLA_13830	COG0444	ABC-type_dipeptide/oligopeptide/nickel_transport_system,_ATPase_component	EP	-	3e-122
GCA_000017945-FLGBHGLA_13840	COG4148	ABC-type_molybdate_transport_system,_ATPase_component_ModC	P	Molybdopterin_biosynthesis	3.9e-50
GCA_000017945-FLGBHGLA_13850	COG4149	ABC-type_molybdate_transport_system,_permease_component_ModB	P	Molybdopterin_biosynthesis	3.2e-56
GCA_000017945-FLGBHGLA_13860	COG0725	ABC-type_molybdate_transport_system,_periplasmic_Mo-binding_protein_ModA	P	Molybdopterin_biosynthesis	2.1e-35
GCA_000017945-FLGBHGLA_13870	COG1356	Transcriptional_regulator	K	-	3.6e-36
GCA_000017945-FLGBHGLA_13880	COG1525	Endonuclease_YncB,_thermonuclease_family	L	-	7.2e-16
GCA_000017945-FLGBHGLA_13890	COG1503	Peptide_chain_release_factor_1_(eRF1)	J	Translation_factors	3e-103
GCA_000017945-FLGBHGLA_13900	COG0518	GMP_synthase,_glutamine_amidotransferase_domain	F	Purine_biosynthesis	5.3e-42
GCA_000017945-FLGBHGLA_13910	COG0090	Ribosomal_protein_L2	J	Ribosome_50S_subunit	5.2e-66
GCA_000017945-FLGBHGLA_13920	-	-	-	-	-
GCA_000017945-FLGBHGLA_13930	COG1201	Lhr-like_helicase	L	-	8.8e-202
GCA_000017945-FLGBHGLA_13940	COG2033	Desulfoferrodoxin,_superoxide_reductase-like_(SORL)_domain	C	-	1.4e-24
GCA_000017945-FLGBHGLA_13950	COG1712	L-aspartate_dehydrogenase,_NAD(P)-dependent	E	-	1e-79
GCA_000017945-FLGBHGLA_13960	COG0157	Nicotinate-nucleotide_pyrophosphorylase	H	NAD_biosynthesis	4.6e-68
GCA_000017945-FLGBHGLA_13970	COG1033	Predicted_exporter_protein,_RND_superfamily	R	-	1.1e-66
GCA_000017945-FLGBHGLA_13980	COG2429	Archaeal_GTP_cyclohydrolase_III	F	Riboflavin/FAD_biosynthesis	1.5e-51
GCA_000017945-FLGBHGLA_13990	-	-	-	-	-
GCA_000017945-FLGBHGLA_14000	COG1244	Archaeosine_formation_enzyme,_radical_SAM_superfamily	J	-	2.1e-100
GCA_000017945-FLGBHGLA_14010	-	-	-	-	-
GCA_000017945-FLGBHGLA_14020	-	-	-	-	-
GCA_000017945-FLGBHGLA_14030	COG0312	Zn-dependent_protease_PmbA/TldA_or_its_inactivated_homolog	R	-	2e-53
GCA_000017945-FLGBHGLA_14040	-	-	-	-	-
GCA_000017945-FLGBHGLA_14050	COG0284	Orotidine-5'-phosphate_decarboxylase	F	Pyrimidine_biosynthesis	7.6e-28
GCA_000017945-FLGBHGLA_14060	COG3005	Tetraheme_cytochrome_c_subunit_NapC_of_nitrate_or_TMAO_reductase	C	-	1.3e-20
GCA_000017945-FLGBHGLA_14070	COG5270	PUA_domain_(predicted_RNA-binding_domain)	J	-	5.9e-163
GCA_000017945-FLGBHGLA_14080	COG1940	Sugar_kinase_of_the_NBD/HSP70_family,_may_contain_an_N-terminal_HTH_domain	GK	-	6.4e-50
GCA_000017945-FLGBHGLA_14090	-	-	-	-	-
GCA_000017945-FLGBHGLA_14100	COG0071	Small_heat_shock_protein_IbpA,_HSP20_family	O	-	6.2e-21
GCA_000017945-FLGBHGLA_14110	COG1309	DNA-binding_protein,_AcrR_family,_includes_nucleoid_occlusion_protein_SlmA	K	-	2.2e-20
GCA_000017945-FLGBHGLA_14120	COG0012	Ribosome-binding_ATPase_YchF,_GTP1/OBG_family	J	-	4.4e-67
GCA_000017945-FLGBHGLA_14130	COG1740	Ni,Fe-hydrogenase_I_small_subunit	C	-	6.2e-102
GCA_000017945-FLGBHGLA_14140	COG3261	Ni,Fe-hydrogenase_III_large_subunit	C	-	1.2e-14
GCA_000017945-FLGBHGLA_14150	COG2181	Nitrate_reductase_gamma_subunit	CP	-	1.3e-06
GCA_000017945-FLGBHGLA_14160	COG2048	Heterodisulfide_reductase,_subunit_B	C	-	2.5e-13
GCA_000017945-FLGBHGLA_14170	COG1913	Predicted_Zn-dependent_protease	R	-	1.8e-47
GCA_000017945-FLGBHGLA_14180	COG0010	Arginase/agmatinase_family_enzyme	E	Urea_cycle	8.1e-51
GCA_000017945-FLGBHGLA_14190	COG1405	Transcription_initiation_factor_TFIIIB,_Brf1_subunit/Transcription_initiation_factor_TFIIB	K	-	2.7e-119
GCA_000017945-FLGBHGLA_14200	COG4047	N-glycosylase/DNA_lyase_(8-oxoguanine_DNA_glycosylase)	L	-	4.7e-64
GCA_000017945-FLGBHGLA_14210	COG3635	2,3-bisphosphoglycerate-independent_phosphoglycerate_mutase,_archeal_type	G	Glycolysis	4.3e-152
GCA_000017945-FLGBHGLA_14220	COG2524	Predicted_transcriptional_regulator,_contains_C-terminal_CBS_domains	K	-	6.1e-07
GCA_000017945-FLGBHGLA_14230	COG1656	Uncharacterized_conserved_protein,_contains_PIN-related_Mut7-C_RNAse_domain	R	-	7e-34
GCA_000017945-FLGBHGLA_14240	COG0348	Polyferredoxin_NapH	C	-	7.8e-42
GCA_000017945-FLGBHGLA_14250	COG1145	Ferredoxin	C	-	2.9e-21
GCA_000017945-FLGBHGLA_14260	COG1034	NADH_dehydrogenase/NADH:ubiquinone_oxidoreductase_75_kD_subunit_(chain_G)	C	NADH_dehydrogenase	8.4e-15
GCA_000017945-FLGBHGLA_14270	-	-	-	-	-
GCA_000017945-FLGBHGLA_14280	-	-	-	-	-
GCA_000017945-FLGBHGLA_14290	COG1509	L-lysine_2,3-aminomutase_(EF-P_beta-lysylation_pathway)	E	-	4.4e-96
GCA_000017945-FLGBHGLA_14300	COG0480	Translation_elongation_factor_EF-G,_a_GTPase	J	Translation_factors	1.6e-181
GCA_000017945-FLGBHGLA_14310	-	-	-	-	-
GCA_000017945-FLGBHGLA_14320	COG4717	Uncharacterized_conserved_protein_YhaN,_contains_AAA_domain	S	-	1e-52
GCA_000017945-FLGBHGLA_14330	-	-	-	-	-
GCA_000017945-FLGBHGLA_14340	COG0078	Ornithine_carbamoyltransferase	E	Arginine_biosynthesis	5.8e-121
GCA_000017945-FLGBHGLA_14350	COG2441	Predicted_butyrate_kinase,_DUF1464_family	R	-	2.7e-43
GCA_000017945-FLGBHGLA_14360	-	-	-	-	-
GCA_000017945-FLGBHGLA_14370	COG0303	Molybdopterin_Mo-transferase_(molybdopterin_biosynthesis)	H	Molybdopterin_biosynthesis	2.7e-84
GCA_000017945-FLGBHGLA_14380	COG0171	NH3-dependent_NAD+_synthetase	H	NAD_biosynthesis	5.2e-79
GCA_000017945-FLGBHGLA_14390	COG2433	Possible_nuclease_of_RNase_H_fold,_RuvC/YqgF_family	R	-	1.4e-145
GCA_000017945-FLGBHGLA_14400	COG0478	RIO-like_serine/threonine_protein_kinase_fused_to_N-terminal_HTH_domain	T	-	3.5e-44
GCA_000017945-FLGBHGLA_14410	COG1395	Predicted_transcriptional_regulator	K	-	1.1e-22
GCA_000017945-FLGBHGLA_14420	COG2083	Uncharacterized_conserved_protein,_UPF0216_family	S	-	3e-35
GCA_000017945-FLGBHGLA_14430	-	-	-	-	-
GCA_000017945-FLGBHGLA_14440	-	-	-	-	-
GCA_000017945-FLGBHGLA_14450	COG1280	Threonine/homoserine/homoserine_lactone_efflux_protein	E	-	1.7e-10
GCA_000017945-FLGBHGLA_14460	COG0137	Argininosuccinate_synthase	E	Arginine_biosynthesis	2.6e-234
GCA_000017945-FLGBHGLA_14470	COG0505	Carbamoylphosphate_synthase_small_subunit	EF	Arginine_biosynthesis	5.8e-117
GCA_000017945-FLGBHGLA_14480	COG0183	Acetyl-CoA_acetyltransferase	I	Fatty_acid_biosynthesis	8e-110
GCA_000017945-FLGBHGLA_14490	COG1996	DNA-directed_RNA_polymerase,_subunit_RPC12/RpoP,_contains_C4-type_Zn-finger	K	RNA_polymerase	3.5e-08
GCA_000017945-FLGBHGLA_14500	COG0189	Glutathione_synthase,_LysX_or_RimK-type_ligase,_ATP-grasp_superfamily	EHJQ	Lysine_biosynthesis	4.7e-44
GCA_000017945-FLGBHGLA_14510	COG0537	Purine_nucleoside_phosphoramidase/Ap4A_hydrolase,_histidine_triade_(HIT)_family	FR	-	6.8e-35
GCA_000017945-FLGBHGLA_14520	COG4960	Flp_pilus_assembly_protein,_peptidase_CpaA	OT	-	2.7e-16
GCA_000017945-FLGBHGLA_14530	COG4027	3'-phosphoadenosine_5'-phosphosulfate_sulfotransferase	F	-	3.4e-30
GCA_000017945-FLGBHGLA_14540	COG0186	Ribosomal_protein_S17	J	Ribosome_30S_subunit	7.4e-25
GCA_000017945-FLGBHGLA_14550	COG0093	Ribosomal_protein_L14	J	Ribosome_50S_subunit	1.5e-43
GCA_000017945-FLGBHGLA_14560	COG0198	Ribosomal_protein_L24	J	Ribosome_50S_subunit	3.2e-15
GCA_000017945-FLGBHGLA_14570	COG1471	Ribosomal_protein_S4E	J	Archaeal_ribosomal_proteins	5.9e-96
GCA_000017945-FLGBHGLA_14580	COG0094	Ribosomal_protein_L5	J	Ribosome_50S_subunit	1.7e-45
GCA_000017945-FLGBHGLA_14590	COG0199	Ribosomal_protein_S14	J	Ribosome_30S_subunit	2.7e-11
GCA_000017945-FLGBHGLA_14600	COG0096	Ribosomal_protein_S8	J	Ribosome_30S_subunit	4e-32
GCA_000017945-FLGBHGLA_14610	COG2905	Signal-transduction_protein_containing_cAMP-binding,_CBS,_and_nucleotidyltransferase_domains	T	-	2.3e-34
GCA_000017945-FLGBHGLA_14620	COG1293	Ribosome_quality_control_(RQC)_protein_RqcH,_Rqc2/NEMF/Tae2_family,_contains_fibronectin-(FbpA)_and_RNA-_(NFACT)_binding_domains	JO	-	2.4e-105
