accession	KO_hmm	e_value	bit_score	bit_score_cutoff	Definition	confidence
GCA_000017945-FLGBHGLA_11490	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11500	K06957	6.4e-103	342.4	464.27	tRNA(Met)_cytidine_acetyltransferase_[EC:2.3.1.193]	-
GCA_000017945-FLGBHGLA_11510	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11520	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11530	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11540	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11550	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11560	K07254	2.2e-74	246.0	166.10	tRNA_(cytidine56-2'-O)-methyltransferase_[EC:2.1.1.206]	high_score
GCA_000017945-FLGBHGLA_11570	K03136	3.5e-27	92.5	42.33	transcription_initiation_factor_TFIIE_subunit_alpha	high_score
GCA_000017945-FLGBHGLA_11580	K00558	6.2e-63	209.7	137.83	DNA_(cytosine-5)-methyltransferase_1_[EC:2.1.1.37]	high_score
GCA_000017945-FLGBHGLA_11590	K02554	3e-17	60.1	306.47	2-keto-4-pentenoate_hydratase_[EC:4.2.1.80]	-
GCA_000017945-FLGBHGLA_11600	K03552	9e-34	113.3	38.00	holliday_junction_resolvase_Hjr_[EC:3.1.22.4]	high_score
GCA_000017945-FLGBHGLA_11610	K03263	3.4e-29	98.7	46.40	translation_initiation_factor_5A	high_score
GCA_000017945-FLGBHGLA_11620	K14680	3.3e-07	26.7	260.27	RNA_ligase_[EC:6.5.1.3]	-
GCA_000017945-FLGBHGLA_11630	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11640	K15876	1.7e-09	34.4	111.07	cytochrome_c_nitrite_reductase_small_subunit	-
GCA_000017945-FLGBHGLA_11650	K07442	1e-52	175.8	71.90	tRNA_(adenine57-N1/adenine58-N1)-methyltransferase_catalytic_subunit_[EC:2.1.1.219_2.1.1.220]	high_score
GCA_000017945-FLGBHGLA_11660	K19085	6.9e-68	226.0	113.33	CRISPR-associated_protein_Csa1	high_score
GCA_000017945-FLGBHGLA_11670	K15342	8.7e-55	183.6	25.77	CRISP-associated_protein_Cas1	high_score
GCA_000017945-FLGBHGLA_11680	K09951	9.9e-14	48.5	18.60	CRISPR-associated_protein_Cas2	high_score
GCA_000017945-FLGBHGLA_11690	K07464	7.3e-20	68.9	71.13	CRISPR-associated_exonuclease_Cas4_[EC:3.1.12.1]	-
GCA_000017945-FLGBHGLA_11700	K07475	4.7e-15	52.9	78.60	CRISPR-associated_endonuclease_Cas3-HD_[EC:3.1.-.-]	-
GCA_000017945-FLGBHGLA_11710	K07012	9.6e-57	190.0	143.63	CRISPR-associated_endonuclease/helicase_Cas3_[EC:3.1.-.-_3.6.4.-]	high_score
GCA_000017945-FLGBHGLA_11720	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11730	K19089	7.4e-49	163.9	84.50	CRISPR-associated_protein_Cas5a/b/c	high_score
GCA_000017945-FLGBHGLA_11740	K19074	6.3e-117	387.3	253.67	CRISPR-associated_protein_Csa2	high_score
GCA_000017945-FLGBHGLA_11750	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11760	K07725	4.8e-25	85.5	73.63	CRISPR-associated_protein_Csa3	high_score
GCA_000017945-FLGBHGLA_11770	K06870	2.7e-96	320.7	142.23	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_11780	K00337	1.4e-73	244.9	367.63	NADH-quinone_oxidoreductase_subunit_H_[EC:7.1.1.2]	-
GCA_000017945-FLGBHGLA_11790	K00338	3.9e-27	91.8	135.10	NADH-quinone_oxidoreductase_subunit_I_[EC:7.1.1.2]	-
GCA_000017945-FLGBHGLA_11800	K00339	2.9e-13	46.9	113.20	NADH-quinone_oxidoreductase_subunit_J_[EC:7.1.1.2]	-
GCA_000017945-FLGBHGLA_11810	K00340	5.3e-12	42.4	81.13	NADH-quinone_oxidoreductase_subunit_K_[EC:7.1.1.2]	-
GCA_000017945-FLGBHGLA_11820	K00343	7.3e-63	210.1	315.87	NADH-quinone_oxidoreductase_subunit_N_[EC:7.1.1.2]	-
GCA_000017945-FLGBHGLA_11830	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11840	K03231	1.4e-196	650.6	429.47	elongation_factor_1-alpha	high_score
GCA_000017945-FLGBHGLA_11850	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11860	K09716	4.4e-65	216.6	47.17	D-aminoacyl-tRNA_deacylase_[EC:3.1.1.96]	high_score
GCA_000017945-FLGBHGLA_11870	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11880	K22316	4.3e-28	95.4	371.80	ribonuclease_H_/_adenosylcobalamin/alpha-ribazole_phosphatase_[EC:3.1.26.4_3.1.3.73]	-
GCA_000017945-FLGBHGLA_11890	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11900	K01874	6.5e-150	497.3	194.47	methionyl-tRNA_synthetase_[EC:6.1.1.10]	high_score
GCA_000017945-FLGBHGLA_11910	K12193	3.9e-07	27.0	143.40	charged_multivesicular_body_protein_3	-
GCA_000017945-FLGBHGLA_11920	K07008	6.6e-07	25.8	246.70	gamma-glutamyl_hercynylcysteine_S-oxide_hydrolase_[EC:3.5.1.118]	-
GCA_000017945-FLGBHGLA_11930	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11940	K16881	2.7e-65	217.9	598.60	mannose-1-phosphate_guanylyltransferase_/_phosphomannomutase_[EC:2.7.7.13_5.4.2.8]	-
GCA_000017945-FLGBHGLA_11950	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11960	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11970	K07398	8.1e-38	126.7	159.77	conserved_protein_with_predicted_RNA_binding_PUA_domain	-
GCA_000017945-FLGBHGLA_11980	K06869	5.3e-47	157.2	171.70	uncharacterized_protein	-
GCA_000017945-FLGBHGLA_11990	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12000	K03052	2.2e-28	95.7	67.83	DNA-directed_RNA_polymerase_subunit_G_[EC:2.7.7.6]	high_score
GCA_000017945-FLGBHGLA_12010	K07027	2.1e-18	64.6	86.50	glycosyltransferase_2_family_protein	-
GCA_000017945-FLGBHGLA_12020	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12030	K13787	3.1e-94	313.1	289.37	geranylgeranyl_diphosphate_synthase,_type_I_[EC:2.5.1.1_2.5.1.10_2.5.1.29]	high_score
GCA_000017945-FLGBHGLA_12040	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12050	K06915	1.4e-80	268.5	126.90	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_12060	K06167	1.1e-38	130.4	120.87	phosphoribosyl_1,2-cyclic_phosphate_phosphodiesterase_[EC:3.1.4.55]	high_score
GCA_000017945-FLGBHGLA_12070	K03724	2e-287	953.1	268.03	ATP-dependent_helicase_Lhr_and_Lhr-like_helicase_[EC:3.6.4.-]	high_score
GCA_000017945-FLGBHGLA_12080	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12090	K00096	1.2e-110	366.9	160.77	glycerol-1-phosphate_dehydrogenase_[NAD(P)+]_[EC:1.1.1.261]	high_score
GCA_000017945-FLGBHGLA_12100	K02944	3.8e-30	100.6	57.00	large_subunit_ribosomal_protein_LX	high_score
GCA_000017945-FLGBHGLA_12110	K04797	1e-11	42.0	59.13	prefoldin_alpha_subunit	-
GCA_000017945-FLGBHGLA_12120	K03110	7.8e-91	301.5	272.63	fused_signal_recognition_particle_receptor	high_score
GCA_000017945-FLGBHGLA_12130	K07342	1.5e-10	37.6	28.60	protein_transport_protein_SEC61_subunit_gamma_and_related_proteins	high_score
GCA_000017945-FLGBHGLA_12140	K02601	9.2e-12	42.4	90.20	transcription_termination/antitermination_protein_NusG	-
GCA_000017945-FLGBHGLA_12150	K02867	1.6e-31	106.0	67.97	large_subunit_ribosomal_protein_L11	high_score
GCA_000017945-FLGBHGLA_12160	K02863	7.3e-33	111.2	96.73	large_subunit_ribosomal_protein_L1	high_score
GCA_000017945-FLGBHGLA_12170	K02941	2.2e-37	125.8	189.87	large_subunit_ribosomal_protein_LP0	-
GCA_000017945-FLGBHGLA_12180	K15566	7.5e-06	21.9	184.00	tRNA_(adenine9-N1/guanine9-N1)-methyltransferase_[EC:2.1.1.218_2.1.1.221]	-
GCA_000017945-FLGBHGLA_12190	K00555	4.6e-81	270.0	94.47	tRNA_(guanine26-N2/guanine27-N2)-dimethyltransferase_[EC:2.1.1.215_2.1.1.216]	high_score
GCA_000017945-FLGBHGLA_12200	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12210	K22405	3.2e-79	263.8	464.30	NADH_oxidase_(H2O-forming)_[EC:1.6.3.4]	-
GCA_000017945-FLGBHGLA_12220	K00091	1.6e-19	67.1	234.70	dihydroflavonol-4-reductase_[EC:1.1.1.219]	-
GCA_000017945-FLGBHGLA_12230	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12240	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12250	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12260	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12270	K19802	2.2e-37	125.9	266.27	L-Ala-D/L-Glu_epimerase_[EC:5.1.1.20]	-
GCA_000017945-FLGBHGLA_12280	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12290	K01126	5.9e-38	128.1	121.83	glycerophosphoryl_diester_phosphodiesterase_[EC:3.1.4.46]	high_score
GCA_000017945-FLGBHGLA_12300	K07574	3e-20	69.1	42.00	RNA-binding_protein	high_score
GCA_000017945-FLGBHGLA_12310	K07096	2.3e-43	145.4	77.90	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_12320	K18896	1.4e-19	67.2	289.30	glycine/sarcosine_N-methyltransferase_[EC:2.1.1.156]	-
GCA_000017945-FLGBHGLA_12330	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12340	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12350	K02915	6.1e-22	75.1	27.13	large_subunit_ribosomal_protein_L34e	high_score
GCA_000017945-FLGBHGLA_12360	K00943	9.5e-10	35.8	88.33	dTMP_kinase_[EC:2.7.4.9]	-
GCA_000017945-FLGBHGLA_12370	K10956	2e-79	264.4	427.20	protein_transport_protein_SEC61_subunit_alpha	-
GCA_000017945-FLGBHGLA_12380	K04768	1.3e-81	271.6	351.83	acetoin_utilization_protein_AcuC	-
GCA_000017945-FLGBHGLA_12390	K02035	3.2e-45	152.2	197.00	peptide/nickel_transport_system_substrate-binding_protein	-
GCA_000017945-FLGBHGLA_12400	K03637	6.4e-47	156.2	51.87	cyclic_pyranopterin_monophosphate_synthase_[EC:4.6.1.17]	high_score
GCA_000017945-FLGBHGLA_12410	K02015	2.2e-29	99.7	54.23	iron_complex_transport_system_permease_protein	high_score
GCA_000017945-FLGBHGLA_12420	K02016	8.6e-35	117.6	92.83	iron_complex_transport_system_substrate-binding_protein	high_score
GCA_000017945-FLGBHGLA_12430	K03609	7e-19	65.6	187.53	septum_site-determining_protein_MinD	-
GCA_000017945-FLGBHGLA_12440	K07143	5.6e-22	75.1	60.80	UPF0148_protein	high_score
GCA_000017945-FLGBHGLA_12450	K09020	2.1e-49	165.1	148.63	ureidoacrylate_peracid_hydrolase_[EC:3.5.1.110]	high_score
GCA_000017945-FLGBHGLA_12460	K00872	6e-69	229.6	116.17	homoserine_kinase_[EC:2.7.1.39]	high_score
GCA_000017945-FLGBHGLA_12470	K08975	3e-88	293.6	165.77	putative_membrane_protein	high_score
GCA_000017945-FLGBHGLA_12480	K03529	4.9e-12	41.4	581.40	chromosome_segregation_protein	-
GCA_000017945-FLGBHGLA_12490	K06883	7.6e-39	131.1	66.97	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_12500	K04767	5e-28	95.0	129.73	acetoin_utilization_protein_AcuB	-
GCA_000017945-FLGBHGLA_12510	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12520	K02119	4.1e-28	95.6	126.13	V/A-type_H+/Na+-transporting_ATPase_subunit_C	-
GCA_000017945-FLGBHGLA_12530	K02107	6.3e-07	26.6	47.43	V/A-type_H+/Na+-transporting_ATPase_subunit_G/H	-
GCA_000017945-FLGBHGLA_12540	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12550	K09137	6.7e-20	68.1	47.47	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_12560	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12570	K09013	1.4e-80	267.1	156.70	Fe-S_cluster_assembly_ATP-binding_protein	high_score
GCA_000017945-FLGBHGLA_12580	K09014	7.6e-111	367.7	359.10	Fe-S_cluster_assembly_protein_SufB	high_score
GCA_000017945-FLGBHGLA_12590	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12600	K03281	2.2e-77	258.1	316.00	chloride_channel_protein,_CIC_family	-
GCA_000017945-FLGBHGLA_12610	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12620	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12630	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12640	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12650	K01890	1.3e-84	282.3	107.10	phenylalanyl-tRNA_synthetase_beta_chain_[EC:6.1.1.20]	high_score
GCA_000017945-FLGBHGLA_12660	K01889	4.8e-79	263.2	95.37	phenylalanyl-tRNA_synthetase_alpha_chain_[EC:6.1.1.20]	high_score
GCA_000017945-FLGBHGLA_12670	K20712	9.3e-107	354.2	1118.80	3-(hydroxyamino)phenol_mutase_[EC:5.4.4.3]	-
GCA_000017945-FLGBHGLA_12680	K04758	8.9e-20	67.8	38.90	ferrous_iron_transport_protein_A	high_score
GCA_000017945-FLGBHGLA_12690	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12700	K08296	1.8e-22	77.0	73.37	phosphohistidine_phosphatase_[EC:3.1.3.-]	high_score
GCA_000017945-FLGBHGLA_12710	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12720	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12730	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12740	K21185	4e-19	65.6	191.10	flavin_reductase	-
GCA_000017945-FLGBHGLA_12750	K01628	1.9e-43	145.4	187.07	L-fuculose-phosphate_aldolase_[EC:4.1.2.17]	-
GCA_000017945-FLGBHGLA_12760	K06940	2.7e-11	40.9	28.17	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_12770	K00176	1.6e-10	37.6	66.50	2-oxoglutarate_ferredoxin_oxidoreductase_subunit_delta_[EC:1.2.7.3]	-
GCA_000017945-FLGBHGLA_12780	K07013	3.5e-17	60.2	65.20	uncharacterized_protein	-
GCA_000017945-FLGBHGLA_12790	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12800	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12810	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12820	K07013	3.1e-08	31.0	65.20	uncharacterized_protein	-
GCA_000017945-FLGBHGLA_12830	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12840	K06865	4.1e-206	682.8	402.50	ATPase	high_score
GCA_000017945-FLGBHGLA_12850	K07047	3.9e-19	65.4	-	N-substituted_formamide_deformylase_[EC:3.5.1.91]	high_score
GCA_000017945-FLGBHGLA_12860	K00344	1.8e-14	50.9	243.87	NADPH:quinone_reductase_[EC:1.6.5.5]	-
GCA_000017945-FLGBHGLA_12870	K16793	4.6e-57	188.9	225.97	methanogen_homoaconitase_small_subunit_[EC:4.2.1.114]	-
GCA_000017945-FLGBHGLA_12880	K10977	5.9e-126	417.1	553.43	methanogen_homocitrate_synthase_[EC:2.3.3.14_2.3.3.-]	-
GCA_000017945-FLGBHGLA_12890	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12900	K07468	7.4e-112	370.8	324.90	putative_ATP-dependent_DNA_ligase_[EC:6.5.1.1]	high_score
GCA_000017945-FLGBHGLA_12910	K23269	6.7e-241	798.2	681.53	phosphoribosylformylglycinamidine_synthase_subunit_PurL_[EC:6.3.5.3]	high_score
GCA_000017945-FLGBHGLA_12920	K07049	8.2e-91	301.0	215.90	TatD-related_deoxyribonuclease	high_score
GCA_000017945-FLGBHGLA_12930	K13985	4.9e-14	48.9	138.10	N-acyl-phosphatidylethanolamine-hydrolysing_phospholipase_D_[EC:3.1.4.54]	-
GCA_000017945-FLGBHGLA_12940	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_12950	K00172	2.8e-77	255.4	124.47	pyruvate_ferredoxin_oxidoreductase_gamma_subunit_[EC:1.2.7.1]	high_score
GCA_000017945-FLGBHGLA_12960	K00171	2.7e-33	110.6	93.63	pyruvate_ferredoxin_oxidoreductase_delta_subunit_[EC:1.2.7.1]	high_score
GCA_000017945-FLGBHGLA_12970	K00169	4.4e-142	470.4	287.57	pyruvate_ferredoxin_oxidoreductase_alpha_subunit_[EC:1.2.7.1]	high_score
GCA_000017945-FLGBHGLA_12980	K00170	8.1e-137	452.1	315.20	pyruvate_ferredoxin_oxidoreductase_beta_subunit_[EC:1.2.7.1]	high_score
GCA_000017945-FLGBHGLA_12990	K06176	4.5e-33	111.6	35.57	tRNA_pseudouridine13_synthase_[EC:5.4.99.27]	high_score
GCA_000017945-FLGBHGLA_13000	K02875	8.1e-22	74.7	44.90	large_subunit_ribosomal_protein_L14e	high_score
GCA_000017945-FLGBHGLA_13010	K07765	1.5e-37	126.7	81.33	S2P_endopeptidase_[EC:3.4.24.85]	high_score
GCA_000017945-FLGBHGLA_13020	K00016	3.7e-69	230.2	286.43	L-lactate_dehydrogenase_[EC:1.1.1.27]	-
GCA_000017945-FLGBHGLA_13030	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13040	K06969	5.9e-79	263.1	222.07	23S_rRNA_(cytosine1962-C5)-methyltransferase_[EC:2.1.1.191]	high_score
GCA_000017945-FLGBHGLA_13050	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13060	K00615	1.5e-59	199.3	190.43	transketolase_[EC:2.2.1.1]	high_score
GCA_000017945-FLGBHGLA_13070	K03238	1e-34	117.4	93.93	translation_initiation_factor_2_subunit_2	high_score
GCA_000017945-FLGBHGLA_13080	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13090	K09808	7.2e-17	58.2	199.23	lipoprotein-releasing_system_permease_protein	-
GCA_000017945-FLGBHGLA_13100	K05685	4.5e-69	230.3	458.33	macrolide_transport_system_ATP-binding/permease_protein_[EC:3.6.3.-]	-
GCA_000017945-FLGBHGLA_13110	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13120	K09730	6.4e-33	110.5	84.37	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_13130	K19302	8.3e-19	65.5	80.00	undecaprenyl-diphosphatase_[EC:3.6.1.27]	-
GCA_000017945-FLGBHGLA_13140	K02900	1.3e-12	44.9	102.37	large_subunit_ribosomal_protein_L27Ae	-
GCA_000017945-FLGBHGLA_13150	K02937	1.8e-16	57.5	94.77	large_subunit_ribosomal_protein_L7e	-
GCA_000017945-FLGBHGLA_13160	K02981	5e-71	236.0	245.47	small_subunit_ribosomal_protein_S2e	-
GCA_000017945-FLGBHGLA_13170	K02932	1.3e-28	97.4	96.67	large_subunit_ribosomal_protein_L5e	high_score
GCA_000017945-FLGBHGLA_13180	K02885	1.8e-44	148.7	62.27	large_subunit_ribosomal_protein_L19e	high_score
GCA_000017945-FLGBHGLA_13190	K02912	2e-37	125.1	49.17	large_subunit_ribosomal_protein_L32e	high_score
GCA_000017945-FLGBHGLA_13200	K02940	9.6e-53	175.6	193.70	large_subunit_ribosomal_protein_L9e	-
GCA_000017945-FLGBHGLA_13210	K03113	3e-18	63.5	33.13	translation_initiation_factor_1	high_score
GCA_000017945-FLGBHGLA_13220	K03059	5.4e-18	61.2	46.87	DNA-directed_RNA_polymerase_subunit_P_[EC:2.7.7.6]	high_score
GCA_000017945-FLGBHGLA_13230	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13240	K22223	1.3e-66	221.2	177.80	phosphoglycolate_phosphatase_[EC:3.1.3.18]	high_score
GCA_000017945-FLGBHGLA_13250	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13260	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13270	K03726	2.3e-220	730.6	464.13	helicase_[EC:3.6.4.-]	high_score
GCA_000017945-FLGBHGLA_13280	K00800	5.2e-96	319.0	136.93	3-phosphoshikimate_1-carboxyvinyltransferase_[EC:2.5.1.19]	high_score
GCA_000017945-FLGBHGLA_13290	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13300	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13310	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13320	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13330	K03320	6.8e-120	397.8	138.20	ammonium_transporter,_Amt_family	high_score
GCA_000017945-FLGBHGLA_13340	K04751	2.5e-37	124.9	111.13	nitrogen_regulatory_protein_P-II_1	high_score
GCA_000017945-FLGBHGLA_13350	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13360	K10725	1.2e-77	258.4	196.43	archaeal_cell_division_control_protein_6	high_score
GCA_000017945-FLGBHGLA_13370	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13380	K10726	9.2e-249	824.1	631.43	replicative_DNA_helicase_Mcm_[EC:3.6.4.-]	high_score
GCA_000017945-FLGBHGLA_13390	K09723	4.9e-14	49.6	32.07	DNA_replication_factor_GINS	high_score
GCA_000017945-FLGBHGLA_13400	K04801	1.1e-135	448.6	370.70	replication_factor_C_small_subunit	high_score
GCA_000017945-FLGBHGLA_13410	K04800	8e-148	489.9	297.23	replication_factor_C_large_subunit	high_score
GCA_000017945-FLGBHGLA_13420	K01867	5.1e-59	197.5	132.27	tryptophanyl-tRNA_synthetase_[EC:6.1.1.2]	high_score
GCA_000017945-FLGBHGLA_13430	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13440	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13450	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13460	K08979	4.7e-44	147.6	142.73	putative_membrane_protein	high_score
GCA_000017945-FLGBHGLA_13470	K02117	6.8e-266	880.1	816.27	V/A-type_H+/Na+-transporting_ATPase_subunit_A_[EC:7.1.2.2_7.2.2.1]	high_score
GCA_000017945-FLGBHGLA_13480	K09131	5.6e-20	68.3	30.67	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_13490	K07097	4.4e-48	161.5	117.97	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_13500	K06983	1.3e-90	300.6	228.50	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_13510	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13520	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13530	K22736	2.4e-08	31.1	43.80	vacuolar_iron_transporter_family_protein	-
GCA_000017945-FLGBHGLA_13540	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13550	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13560	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13570	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13580	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13590	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13600	K07135	1.4e-63	211.5	122.97	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_13610	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13620	K04767	5.6e-34	114.4	129.73	acetoin_utilization_protein_AcuB	-
GCA_000017945-FLGBHGLA_13630	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13640	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13650	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13660	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13670	K06200	1.3e-157	522.9	134.53	carbon_starvation_protein	high_score
GCA_000017945-FLGBHGLA_13680	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13690	K01551	1.3e-71	238.7	65.70	arsenite/tail-anchored_protein-transporting_ATPase_[EC:3.6.3.16_3.6.3.-]	high_score
GCA_000017945-FLGBHGLA_13700	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13710	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13720	K03183	3.7e-13	46.7	216.67	demethylmenaquinone_methyltransferase_/_2-methoxy-6-polyprenyl-1,4-benzoquinol_methylase_[EC:2.1.1.163_2.1.1.201]	-
GCA_000017945-FLGBHGLA_13730	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13740	K01609	3.2e-57	190.9	281.57	indole-3-glycerol_phosphate_synthase_[EC:4.1.1.48]	-
GCA_000017945-FLGBHGLA_13750	K02032	1.7e-105	350.6	342.43	peptide/nickel_transport_system_ATP-binding_protein	high_score
GCA_000017945-FLGBHGLA_13760	K03500	1.4e-34	117.2	274.53	16S_rRNA_(cytosine967-C5)-methyltransferase_[EC:2.1.1.176]	-
GCA_000017945-FLGBHGLA_13770	K07013	2.6e-15	54.1	65.20	uncharacterized_protein	-
GCA_000017945-FLGBHGLA_13780	K00817	2.9e-80	267.2	265.37	histidinol-phosphate_aminotransferase_[EC:2.6.1.9]	high_score
GCA_000017945-FLGBHGLA_13790	K00794	1.7e-07	27.9	43.87	6,7-dimethyl-8-ribityllumazine_synthase_[EC:2.5.1.78]	-
GCA_000017945-FLGBHGLA_13800	K16318	3.7e-20	69.3	262.07	tRNA_(guanine6-N2)-methyltransferase_[EC:2.1.1.256]	-
GCA_000017945-FLGBHGLA_13810	K02033	1.5e-79	264.8	204.27	peptide/nickel_transport_system_permease_protein	high_score
GCA_000017945-FLGBHGLA_13820	K02034	1.3e-79	264.2	97.23	peptide/nickel_transport_system_permease_protein	high_score
GCA_000017945-FLGBHGLA_13830	K02031	4.5e-111	368.0	342.70	peptide/nickel_transport_system_ATP-binding_protein	high_score
GCA_000017945-FLGBHGLA_13840	K02017	1e-45	153.6	325.33	molybdate_transport_system_ATP-binding_protein_[EC:7.3.2.5]	-
GCA_000017945-FLGBHGLA_13850	K02018	6.1e-55	182.9	222.60	molybdate_transport_system_permease_protein	-
GCA_000017945-FLGBHGLA_13860	K02020	5.7e-42	141.5	100.03	molybdate_transport_system_substrate-binding_protein	high_score
GCA_000017945-FLGBHGLA_13870	K09714	3.7e-36	120.9	86.87	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_13880	K01174	2.1e-11	40.7	72.70	micrococcal_nuclease_[EC:3.1.31.1]	-
GCA_000017945-FLGBHGLA_13890	K03265	2.5e-90	300.1	82.23	peptide_chain_release_factor_subunit_1	high_score
GCA_000017945-FLGBHGLA_13900	K01951	1.8e-42	142.5	99.83	GMP_synthase_(glutamine-hydrolysing)_[EC:6.3.5.2]	high_score
GCA_000017945-FLGBHGLA_13910	K02938	3.1e-70	233.3	315.57	large_subunit_ribosomal_protein_L8e	-
GCA_000017945-FLGBHGLA_13920	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_13930	K03724	9.8e-195	646.3	268.03	ATP-dependent_helicase_Lhr_and_Lhr-like_helicase_[EC:3.6.4.-]	high_score
GCA_000017945-FLGBHGLA_13940	K05919	8.1e-34	113.6	33.37	superoxide_reductase_[EC:1.15.1.2]	high_score
GCA_000017945-FLGBHGLA_13950	K06989	5.8e-59	196.8	97.60	aspartate_dehydrogenase_[EC:1.4.1.21]	high_score
GCA_000017945-FLGBHGLA_13960	K00767	4e-62	207.0	199.37	nicotinate-nucleotide_pyrophosphorylase_(carboxylating)_[EC:2.4.2.19]	high_score
