accession	IPR	IPRMdescription	IPR_PFAM	IPR_PFAMdescription
GCA_000017945-FLGBHGLA_11480	IPR029063;_IPR013216	S-adenosyl-L-methionine-dependent_methyltransferase;_Methyltransferase_type_11	PF08241	Methyltransferase_domain
GCA_000017945-FLGBHGLA_11490	IPR009995	Protein_of_unknown_function_DUF1512	PF07431	Protein_of_unknown_function_(DUF1512)
GCA_000017945-FLGBHGLA_11500	IPR003593;_IPR007807;_IPR032672;_IPR027417;_IPR016181	AAA+_ATPase_domain;_Helicase_domain;_TmcA/NAT10/Kre33;_P-loop_containing_nucleoside_triphosphate_hydrolase;_Acyl-CoA_N-acyltransferase	PF05127	Helicase
GCA_000017945-FLGBHGLA_11510	IPR035069	TTHA1013/TTHA0281-like	-	-
GCA_000017945-FLGBHGLA_11520	-	-	-	-
GCA_000017945-FLGBHGLA_11530	-	-	-	-
GCA_000017945-FLGBHGLA_11540	-	-	-	-
GCA_000017945-FLGBHGLA_11550	-	-	-	-
GCA_000017945-FLGBHGLA_11560	IPR002845;_IPR029028;_IPR029026	tRNA_ribose_2'-O-methyltransferase,_aTrm56;_Alpha/beta_knot_methyltransferases;_tRNA_(guanine-N1-)-methyltransferase,_N-terminal	PF01994	tRNA_ribose_2'-O-methyltransferase,_aTrm56
GCA_000017945-FLGBHGLA_11570	IPR039997;_IPR017919;_IPR016481;_IPR002853;_IPR036388;_IPR036390;_IPR024550	Transcription_factor_E;_Transcription_factor_TFE/TFIIEalpha_HTH_domain;_Transcription_factor_TFE,_archaea;_Transcription_initiation_factor_IIE_subunit_alpha,_N-terminal;_Winged_helix-like_DNA-binding_domain_superfamily;_Winged_helix_DNA-binding_domain_superfamily;_TFIIEalpha/SarR/Rpc3_HTH_domain	PF02002	TFIIE_alpha_subunit
GCA_000017945-FLGBHGLA_11580	IPR001525;_IPR029063	C-5_cytosine_methyltransferase;_S-adenosyl-L-methionine-dependent_methyltransferase	PF00145	C-5_cytosine-specific_DNA_methylase
GCA_000017945-FLGBHGLA_11590	IPR036663	Fumarylacetoacetase-like,_C-terminal_domain_superfamily	-	-
GCA_000017945-FLGBHGLA_11600	IPR014428;_IPR011856;_IPR002732;_IPR011335	Holliday_junction_resolvase_Hjc,_archaeal;_tRNA_endonuclease-like_domain_superfamily;_Holliday_junction_resolvase_Hjc;_Restriction_endonuclease__type_II-like	PF01870	Archaeal_holliday_junction_resolvase_(hjc)
GCA_000017945-FLGBHGLA_11610	IPR019769;_IPR012340;_IPR022847;_IPR008991;_IPR001884;_IPR014722;_IPR013185;_IPR020189	Translation_elongation_factor,_IF5A,_hypusine_site;_Nucleic_acid-binding,_OB-fold;_Translation_elongation_factor_IF5A,_archaeal;_Translation_protein_SH3-like_domain_superfamily;_Translation_elongation_factor_IF5A-like;_Ribosomal_protein_L2,_domain_2;_Translation_elongation_factor,_KOW-like;_Translation_elongation_factor,_IF5A_C-terminal	PF08207;_PF01287	Elongation_factor_P_(EF-P)_KOW-like_domain;_Eukaryotic_elongation_factor_5A_hypusine,_DNA-binding_OB_fold
GCA_000017945-FLGBHGLA_11620	IPR019039	RNA_ligase_T4__Rnl1,_N-terminal	PF09511	RNA_ligase
GCA_000017945-FLGBHGLA_11630	-	-	-	-
GCA_000017945-FLGBHGLA_11640	IPR029467;_IPR011031;_IPR024673;_IPR036280	C-type_polyheme_cytochrome_OmcB;_Multihaem_cytochrome;_Octaheme_c-type_cytochrome;_Multiheme_cytochrome_superfamily	PF14522;_PF11783	Cytochrome_c7_and_related_cytochrome_c;_Cytochrome_c_bacterial
GCA_000017945-FLGBHGLA_11650	IPR014816;_IPR029063	tRNA_(1-methyladenosine)_methyltransferase_catalytic_subunit_Gcd14;_S-adenosyl-L-methionine-dependent_methyltransferase	PF08704	tRNA_methyltransferase_complex_GCD14_subunit
GCA_000017945-FLGBHGLA_11660	IPR009260	CRISPR-associated_exonuclease_Csa1	PF06023	CRISPR-associated_exonuclease_Csa1
GCA_000017945-FLGBHGLA_11670	IPR002729	CRISPR-associated_protein_Cas1	PF01867	CRISPR_associated_protein_Cas1
GCA_000017945-FLGBHGLA_11680	IPR021127;_IPR019199	CRISPR-associated_endonuclease_Cas2;_Virulence-associated_protein_D_/_CRISPR_associated_protein_Cas2	PF09827	CRISPR_associated_protein_Cas2
GCA_000017945-FLGBHGLA_11690	IPR011604;_IPR013343;_IPR022765	Exonuclease,_phage-type/RecB,_C-terminal;_CRISPR-associated_protein_Cas4;_Dna2/Cas4,_domain_of_unknown_function_DUF83	PF01930	Domain_of_unknown_function_DUF83
GCA_000017945-FLGBHGLA_11700	IPR003607;_IPR006483;_IPR006674;_IPR038257	HD/PDEase_domain;_CRISPR-associated__Cas3-type_HD_domain;_HD_domain;_CRISPR-associated_Cas3-type_HD_domain_superfamily	PF01966	HD_domain
GCA_000017945-FLGBHGLA_11710	IPR014001;_IPR001650;_IPR027417;_IPR006474	Helicase_superfamily_1/2,_ATP-binding_domain;_Helicase,_C-terminal;_P-loop_containing_nucleoside_triphosphate_hydrolase;_Helicase_Cas3,_CRISPR-associated,_core	PF00271	Helicase_conserved_C-terminal_domain
GCA_000017945-FLGBHGLA_11720	-	-	-	-
GCA_000017945-FLGBHGLA_11730	IPR013422	CRISPR-associated_protein_Cas5,_N-terminal	-	-
GCA_000017945-FLGBHGLA_11740	IPR010154;_IPR002764	CRISPR-associated_protein_Cas7/Cst2/DevR;_CRISPR-associated_protein_Cas7/Cst2/DevR,_subtype_I-a/Apern	PF01905	CRISPR-associated_negative_auto-regulator_DevR/Csa2
GCA_000017945-FLGBHGLA_11750	IPR010157	CRISPR_type_I-A/APERN-associated_protein_Csa5	PF09702	CRISPR-associated_protein_(Cas_Csa5)
GCA_000017945-FLGBHGLA_11760	IPR036388;_IPR002831;_IPR011991;_IPR036390	Winged_helix-like_DNA-binding_domain_superfamily;_Transcription_regulator_TrmB,_N-terminal;_ArsR-like_helix-turn-helix_domain;_Winged_helix_DNA-binding_domain_superfamily	PF01978	Sugar-specific_transcriptional_regulator_TrmB
GCA_000017945-FLGBHGLA_11770	IPR020568;_IPR008269;_IPR014721	Ribosomal_protein_S5_domain_2-type_fold;_Peptidase_S16,_Lon_proteolytic_domain;_Ribosomal_protein_S5_domain_2-type_fold,_subgroup	PF05362	Lon_protease_(S16)_C-terminal_proteolytic_domain
GCA_000017945-FLGBHGLA_11780	IPR001694	NADH:ubiquinone_oxidoreductase,_subunit_1/F420H2_oxidoreductase_subunit_H	PF00146	NADH_dehydrogenase
GCA_000017945-FLGBHGLA_11790	IPR017896;_IPR010226;_IPR017900	4Fe-4S_ferredoxin-type,_iron-sulphur_binding_domain;_NADH-quinone_oxidoreductase,_chain_I;_4Fe-4S_ferredoxin,_iron-sulphur_binding,_conserved_site	PF12838	4Fe-4S_dicluster_domain
GCA_000017945-FLGBHGLA_11800	IPR001457	NADH:ubiquinone/plastoquinone_oxidoreductase,_chain_6	PF00499	NADH-ubiquinone/plastoquinone_oxidoreductase_chain_6
GCA_000017945-FLGBHGLA_11810	IPR039428	NADH-ubiquinone_oxidoreductase_chain_4L/Mnh_complex_subunit_C1-like	PF00420	NADH-ubiquinone/plastoquinone_oxidoreductase_chain_4L
GCA_000017945-FLGBHGLA_11820	IPR001750	NADH:quinone_oxidoreductase/Mrp_antiporter,_membrane_subunit	PF00361	Proton-conducting_membrane_transporter
GCA_000017945-FLGBHGLA_11830	IPR011009	Protein_kinase-like_domain_superfamily	-	-
GCA_000017945-FLGBHGLA_11840	IPR004160;_IPR031157;_IPR004539;_IPR000795;_IPR009000;_IPR005225;_IPR004161;_IPR027417;_IPR009001	Translation_elongation_factor_EFTu/EF1A,_C-terminal;_Tr-type_G_domain,_conserved_site;_Translation_elongation_factor_EF1A,_eukaryotic/archaeal;_Transcription_factor,_GTP-binding_domain;_Translation_protein,_beta-barrel_domain_superfamily;_Small_GTP-binding_protein_domain;_Translation_elongation_factor_EFTu-like,_domain_2;_P-loop_containing_nucleoside_triphosphate_hydrolase;_Translation_elongation_factor_EF1A/initiation_factor_IF2gamma,_C-terminal	PF03143;_PF00009;_PF03144	Elongation_factor_Tu_C-terminal_domain;_Elongation_factor_Tu_GTP_binding_domain;_Elongation_factor_Tu_domain_2
GCA_000017945-FLGBHGLA_11850	-	-	-	-
GCA_000017945-FLGBHGLA_11860	IPR018033;_IPR007508	D-aminoacyl-tRNA_deacylase,_archaea;_D-aminoacyl-tRNA_deacylase_DtdA	PF04414	D-aminoacyl-tRNA_deacylase
GCA_000017945-FLGBHGLA_11870	-	-	-	-
GCA_000017945-FLGBHGLA_11880	IPR002156;_IPR036397;_IPR012337	Ribonuclease_H_domain;_Ribonuclease_H_superfamily;_Ribonuclease_H-like_superfamily	PF13456	Reverse_transcriptase-like
GCA_000017945-FLGBHGLA_11890	-	-	-	-
GCA_000017945-FLGBHGLA_11900	IPR033911;_IPR009080;_IPR015413;_IPR023458;_IPR013155;_IPR014729;_IPR014758;_IPR029038	Methioninyl-tRNA_synthetase_core_domain;_Aminoacyl-tRNA_synthetase,_class_Ia,_anticodon-binding;_Methionyl/Leucyl_tRNA_synthetase;_Methionine-tRNA_ligase,_type_1;_Methionyl/Valyl/Leucyl/Isoleucyl-tRNA_synthetase,_anticodon-binding;_Rossmann-like_alpha/beta/alpha_sandwich_fold;_Methionyl-tRNA_synthetase;_Methionyl-tRNA_synthetase,_Zn-domain	PF09334;_PF08264	tRNA_synthetases_class_I_(M);_Anticodon-binding_domain_of_tRNA
GCA_000017945-FLGBHGLA_11910	-	-	-	-
GCA_000017945-FLGBHGLA_11920	IPR029055	Nucleophile_aminohydrolases,_N-terminal	-	-
GCA_000017945-FLGBHGLA_11930	-	-	-	-
GCA_000017945-FLGBHGLA_11940	IPR029044;_IPR005835	Nucleotide-diphospho-sugar_transferases;_Nucleotidyl_transferase_domain	PF00483	Nucleotidyl_transferase
GCA_000017945-FLGBHGLA_11950	-	-	-	-
GCA_000017945-FLGBHGLA_11960	-	-	-	-
GCA_000017945-FLGBHGLA_11970	IPR002478;_IPR036974;_IPR029402;_IPR038250;_IPR015947	PUA_domain;_PUA_domain_superfamily;_tRNA-guanine_transglycosylase,_patch-forming_domain_C2;_TGT,_patch-forming_C2_domain_superfamily;_PUA-like_superfamily	PF01472;_PF14810	PUA_domain;_Patch-forming_domain_C2_of_tRNA-guanine_transglycosylase
GCA_000017945-FLGBHGLA_11980	IPR038389;_IPR019151	Proteasome_assembly_chaperone_2_superfamily;_Proteasome_assembly_chaperone_2	PF09754	PAC2_family
GCA_000017945-FLGBHGLA_11990	-	-	-	-
GCA_000017945-FLGBHGLA_12000	IPR031555	DNA-directed_RNA_polymerase,_subunit_G	PF16992	DNA-directed_RNA_polymerase,_subunit_G
GCA_000017945-FLGBHGLA_12010	IPR022791	Lysylphosphatidylglycerol_synthetase/glycosyltransferase_AglD	PF03706	Lysylphosphatidylglycerol_synthase_TM_region
GCA_000017945-FLGBHGLA_12020	IPR019217	Protein_of_unknown_function_DUF2118	PF09891	Uncharacterized_protein_conserved_in_archaea_(DUF2118)
GCA_000017945-FLGBHGLA_12030	IPR000092;_IPR008949;_IPR033749	Polyprenyl_synthetase;_Isoprenoid_synthase_domain_superfamily;_Polyprenyl_synthetase,_conserved_site	PF00348	Polyprenyl_synthetase
GCA_000017945-FLGBHGLA_12040	-	-	-	-
GCA_000017945-FLGBHGLA_12050	IPR027417;_IPR008571;_IPR002789	P-loop_containing_nucleoside_triphosphate_hydrolase;_Helicase_HerA;_Helicase_HerA,_central_domain	PF01935	Domain_of_unknown_function_DUF87
GCA_000017945-FLGBHGLA_12060	IPR036866;_IPR001279	Ribonuclease_Z/Hydroxyacylglutathione_hydrolase-like;_Metallo-beta-lactamase	PF12706	Beta-lactamase_superfamily_domain
GCA_000017945-FLGBHGLA_12070	IPR013701;_IPR001650;_IPR017170;_IPR014001;_IPR027417;_IPR011545	DEAD/H_associated;_Helicase,_C-terminal;_Lhr-like_ATP-dependent_RNA_helicase,_predicted;_Helicase_superfamily_1/2,_ATP-binding_domain;_P-loop_containing_nucleoside_triphosphate_hydrolase;_DEAD/DEAH_box_helicase_domain	PF08494;_PF00271;_PF00270	DEAD/H_associated;_Helicase_conserved_C-terminal_domain;_DEAD/DEAH_box_helicase
GCA_000017945-FLGBHGLA_12080	-	-	-	-
GCA_000017945-FLGBHGLA_12090	IPR023002;_IPR016205;_IPR032837	Glycerol-1-phosphate_dehydrogenase,_archaea;_Glycerol_dehydrogenase;_Glycerol-1-phosphate_dehydrogenase	PF13685	Iron-containing_alcohol_dehydrogenase
GCA_000017945-FLGBHGLA_12100	IPR002768;_IPR028877;_IPR023573	50S_ribosomal_protein_L18Ae,_archaea;_50S_ribosomal_protein_L18Ae/60S_ribosomal_protein_L20_and_L18a;_Ribosomal_protein_50S-L18Ae/60S-L20/60S-L18A	PF01775	Ribosomal_proteins_50S-L18Ae/60S-L20/60S-L18A
GCA_000017945-FLGBHGLA_12110	IPR011599;_IPR009053;_IPR004127	Prefoldin_alpha_subunit,_archaea-type;_Prefoldin;_Prefoldin_alpha-like	PF02996	Prefoldin_subunit
GCA_000017945-FLGBHGLA_12120	IPR013822;_IPR003593;_IPR027417;_IPR000897;_IPR004390;_IPR036225	Signal_recognition_particle,_SRP54_subunit,_helical_bundle;_AAA+_ATPase_domain;_P-loop_containing_nucleoside_triphosphate_hydrolase;_Signal_recognition_particle,_SRP54_subunit,_GTPase_domain;_Signal-recognition_particle_receptor_FtsY;_SRP/SRP_receptor,_N-terminal	PF00448;_PF02881	SRP54-type_protein,_GTPase_domain;_SRP54-type_protein,_helical_bundle_domain
GCA_000017945-FLGBHGLA_12130	IPR001901;_IPR023391;_IPR008158	Protein_translocase_complex,_SecE/Sec61-gamma_subunit;_Protein_translocase_SecE_domain_superfamily;_Protein_translocase_SEC61_complex,__gamma_subunit	-	-
GCA_000017945-FLGBHGLA_12140	IPR006645;_IPR036735;_IPR011590;_IPR005100;_IPR014722;_IPR008991	NusG,_N-terminal;_NusG,_N-terminal_domain_superfamily;_Transcription_elongation_factor_Spt5,_archaeal;_NGN_domain;_Ribosomal_protein_L2,_domain_2;_Translation_protein_SH3-like_domain_superfamily	PF03439	Early_transcription_elongation_factor_of_RNA_pol_II,_NGN_section
GCA_000017945-FLGBHGLA_12150	IPR036796;_IPR000911;_IPR020783;_IPR036769;_IPR020784	Ribosomal_protein_L11/L12,_N-terminal_domain_superfamily;_Ribosomal_protein_L11/L12;_Ribosomal_protein_L11,_C-terminal;_Ribosomal_protein_L11,_C-terminal_domain_superfamily;_Ribosomal_protein_L11,_N-terminal	PF00298;_PF03946	Ribosomal_protein_L11,_RNA_binding_domain;_Ribosomal_protein_L11,_N-terminal_domain
GCA_000017945-FLGBHGLA_12160	IPR028364;_IPR002143;_IPR023669;_IPR016095;_IPR023674	Ribosomal_protein_L1/ribosomal_biogenesis_protein;_Ribosomal_protein_L1;_Ribosomal_protein_L1,_archaea;_Ribosomal_protein_L1,_3-layer_alpha/beta-sandwich;_Ribosomal_protein_L1-like	PF00687	Ribosomal_protein_L1p/L10e_family
GCA_000017945-FLGBHGLA_12170	IPR001790;_IPR022909	Ribosomal_protein_L10P;_50S_ribosomal_protein_L10,_archaea	PF00466	Ribosomal_protein_L10
GCA_000017945-FLGBHGLA_12180	IPR007364	RNA_methyltransferase_TK0422/Sfm1	PF04252	Predicted_SAM-dependent_RNA_methyltransferase
GCA_000017945-FLGBHGLA_12190	IPR002905;_IPR022923;_IPR029063	tRNA_methyltransferase,_Trm1;_tRNA_(guanine(26)-N(2))-dimethyltransferase,_archaeal_and_bacterial;_S-adenosyl-L-methionine-dependent_methyltransferase	PF02005	N2,N2-dimethylguanosine_tRNA_methyltransferase
GCA_000017945-FLGBHGLA_12200	-	-	-	-
GCA_000017945-FLGBHGLA_12210	IPR036866;_IPR001279;_IPR008254;_IPR029039;_IPR016440	Ribonuclease_Z/Hydroxyacylglutathione_hydrolase-like;_Metallo-beta-lactamase;_Flavodoxin/nitric_oxide_synthase;_Flavoprotein-like_superfamily;_Rubredoxin-oxygen_oxidoreductase	PF00753	Metallo-beta-lactamase_superfamily
GCA_000017945-FLGBHGLA_12220	IPR001509;_IPR036291	NAD-dependent_epimerase/dehydratase;_NAD(P)-binding_domain_superfamily	PF01370	NAD_dependent_epimerase/dehydratase_family
GCA_000017945-FLGBHGLA_12230	-	-	-	-
GCA_000017945-FLGBHGLA_12240	-	-	-	-
GCA_000017945-FLGBHGLA_12250	-	-	-	-
GCA_000017945-FLGBHGLA_12260	IPR016618	Uncharacterised_conserved_protein_UCP014422	-	-
GCA_000017945-FLGBHGLA_12270	IPR036849;_IPR029065;_IPR013342;_IPR034390;_IPR010197;_IPR029017	Enolase-like,_C-terminal_domain_superfamily;_Enolase_C-terminal_domain-like;_Mandelate_racemase/muconate_lactonizing_enzyme,_C-terminal;_Enolase-like_superfamily;_o-Succinylbenzoate_synthase,_MenC_type_2;_Enolase-like,_N-terminal	PF13378	Enolase_C-terminal_domain-like
GCA_000017945-FLGBHGLA_12280	IPR029063	S-adenosyl-L-methionine-dependent_methyltransferase	-	-
GCA_000017945-FLGBHGLA_12290	IPR000909;_IPR017946;_IPR004129;_IPR030395	Phosphatidylinositol-specific_phospholipase_C,_X_domain;_PLC-like_phosphodiesterase,_TIM_beta/alpha-barrel_domain_superfamily;_Glycerophosphoryl_diester_phosphodiesterase;_Glycerophosphodiester_phosphodiesterase_domain	PF03009	Glycerophosphoryl_diester_phosphodiesterase_family
GCA_000017945-FLGBHGLA_12300	IPR035920;_IPR001890	YhbY-like_superfamily;_RNA-binding,_CRM_domain	PF01985	CRS1_/_YhbY_(CRM)_domain
GCA_000017945-FLGBHGLA_12310	IPR029052;_IPR024654	Metallo-dependent_phosphatase-like;_Calcineurin-like_phosphoesterase_domain,_lpxH_type	PF12850	Calcineurin-like_phosphoesterase_superfamily_domain
GCA_000017945-FLGBHGLA_12320	IPR029063	S-adenosyl-L-methionine-dependent_methyltransferase	PF13649	Methyltransferase_domain
GCA_000017945-FLGBHGLA_12330	-	-	-	-
GCA_000017945-FLGBHGLA_12340	-	-	-	-
GCA_000017945-FLGBHGLA_12350	IPR008195;_IPR018065;_IPR038562	Ribosomal_protein_L34Ae;_Ribosomal_protein_L34e,_conserved_site;_Ribosomal_protein_L34Ae_superfamily	PF01199	Ribosomal_protein_L34e
GCA_000017945-FLGBHGLA_12360	IPR027417;_IPR023477	P-loop_containing_nucleoside_triphosphate_hydrolase;_Adenylate_kinase_AdkA	PF13207	AAA_domain
GCA_000017945-FLGBHGLA_12370	IPR002208;_IPR030659;_IPR019561;_IPR023201	SecY/SEC61-alpha_family;_SecY_conserved_site;_Translocon_Sec61/SecY,_plug_domain;_SecY_domain_superfamily	PF10559;_PF00344	Plug_domain_of_Sec61p;_SecY_translocase
GCA_000017945-FLGBHGLA_12380	IPR023801;_IPR037138;_IPR000286;_IPR023696	Histone_deacetylase_domain;_Histone_deacetylase_domain_superfamily;_Histone_deacetylase_family;_Ureohydrolase_domain_superfamily	PF00850	Histone_deacetylase_domain
GCA_000017945-FLGBHGLA_12390	IPR039424;_IPR000914	Solute-binding_protein_family_5;_Solute-binding_protein_family_5_domain	PF00496	Bacterial_extracellular_solute-binding_proteins,_family_5_Middle
GCA_000017945-FLGBHGLA_12400	IPR036522;_IPR023045;_IPR002820	Molybdopterin_cofactor_biosynthesis_C_(MoaC)_domain_superfamily;_Molybdenum_cofactor_biosynthesis_C;_Molybdopterin_cofactor_biosynthesis_C_(MoaC)_domain	PF01967	MoaC_family
GCA_000017945-FLGBHGLA_12410	IPR037294;_IPR000522	ABC_transporter,_BtuC-like;_ABC_transporter,_permease_protein,_BtuC-like	PF01032	FecCD_transport_family
GCA_000017945-FLGBHGLA_12420	IPR002491	ABC_transporter_periplasmic_binding_domain	PF01497	Periplasmic_binding_protein
GCA_000017945-FLGBHGLA_12430	IPR027417;_IPR002586	P-loop_containing_nucleoside_triphosphate_hydrolase;_CobQ/CobB/MinD/ParA_nucleotide_binding_domain	PF01656	CobQ/CobB/MinD/ParA_nucleotide_binding_domain
GCA_000017945-FLGBHGLA_12440	IPR009563	Sjoegren_syndrome/scleroderma_autoantigen_1	PF06677	Sjogren's_syndrome/scleroderma_autoantigen_1_(Autoantigen_p27)
GCA_000017945-FLGBHGLA_12450	IPR016291;_IPR036380;_IPR000868	Isochorismatase;_Isochorismatase-like_superfamily;_Isochorismatase-like	PF00857	Isochorismatase_family
GCA_000017945-FLGBHGLA_12460	IPR000870;_IPR013750;_IPR006204;_IPR036554;_IPR006203;_IPR014721;_IPR020568	Homoserine_kinase;_GHMP_kinase,_C-terminal_domain;_GHMP_kinase_N-terminal_domain;_GHMP_kinase,_C-terminal_domain_superfamily;_GHMP_kinase,_ATP-binding,_conserved_site;_Ribosomal_protein_S5_domain_2-type_fold,_subgroup;_Ribosomal_protein_S5_domain_2-type_fold	PF08544;_PF00288	GHMP_kinases_C_terminal;_GHMP_kinases_N_terminal_domain
GCA_000017945-FLGBHGLA_12470	IPR007254	Protein_of_unknown_function_DUF373	PF04123	Domain_of_unknown_function_(DUF373)
GCA_000017945-FLGBHGLA_12480	IPR039604	Nuclear_segregation_protein_Bfr1	-	-
GCA_000017945-FLGBHGLA_12490	IPR004130;_IPR027417	GPN-loop_GTPase;_P-loop_containing_nucleoside_triphosphate_hydrolase	PF03029	Conserved_hypothetical_ATP_binding_protein
GCA_000017945-FLGBHGLA_12500	IPR000644;_IPR011008	CBS_domain;_Dimeric_alpha-beta_barrel	PF00571	CBS_domain
GCA_000017945-FLGBHGLA_12510	-	-	-	-
GCA_000017945-FLGBHGLA_12520	IPR035067;_IPR036079;_IPR002843	V-type_ATPase_subunit_c;_V-type_ATP_synthase_subunit_C-like;_ATPase,_V0_complex,__c/d_subunit	PF01992	ATP_synthase_(C/AC39)_subunit
GCA_000017945-FLGBHGLA_12530	-	-	-	-
GCA_000017945-FLGBHGLA_12540	-	-	-	-
GCA_000017945-FLGBHGLA_12550	IPR003793;_IPR011322;_IPR015867	Domain_of_unknown_function_DUF190;_Nitrogen_regulatory_PII-like,_alpha/beta;_Nitrogen_regulatory_protein_PII/ATP_phosphoribosyltransferase,_C-terminal	PF02641	Uncharacterized_ACR,_COG1993
GCA_000017945-FLGBHGLA_12560	-	-	-	-
GCA_000017945-FLGBHGLA_12570	IPR027417;_IPR017871;_IPR003439;_IPR003593;_IPR010230	P-loop_containing_nucleoside_triphosphate_hydrolase;_ABC_transporter,_conserved_site;_ABC_transporter-like;_AAA+_ATPase_domain;_FeS_cluster_assembly_SUF_system,_ATPase_SufC	PF00005	ABC_transporter
GCA_000017945-FLGBHGLA_12580	IPR010231;_IPR037284;_IPR000825	SUF_system_FeS_cluster_assembly,_SufB;_SUF_system_FeS_cluster_assembly,_SufBD_superfamily;_SUF_system_FeS_cluster_assembly,_SufBD	PF01458	Uncharacterized_protein_family_(UPF0051)
GCA_000017945-FLGBHGLA_12590	-	-	-	-
GCA_000017945-FLGBHGLA_12600	IPR000644;_IPR014743;_IPR001807	CBS_domain;_Chloride_channel,_core;_Chloride_channel,_voltage_gated	PF00571;_PF00654	CBS_domain;_Voltage_gated_chloride_channel
GCA_000017945-FLGBHGLA_12610	-	-	-	-
GCA_000017945-FLGBHGLA_12620	-	-	-	-
GCA_000017945-FLGBHGLA_12630	-	-	-	-
GCA_000017945-FLGBHGLA_12640	IPR029021	Protein-tyrosine_phosphatase-like	-	-
GCA_000017945-FLGBHGLA_12650	IPR020825;_IPR009061;_IPR005147;_IPR005146;_IPR004531	Phenylalanyl-tRNA_synthetase,_B3/B4;_Putative_DNA-binding_domain_superfamily;_tRNA_synthetase,_B5-domain;_B3/B4_tRNA-binding_domain;_Phenylalanyl-tRNA_synthetase,_class_IIc,_beta_subunit,_archae/euk_cytosolic	PF03484;_PF03483	tRNA_synthetase_B5_domain;_B3/4_domain
GCA_000017945-FLGBHGLA_12660	IPR002319;_IPR006195;_IPR036388;_IPR004529	Phenylalanyl-tRNA_synthetase;_Aminoacyl-tRNA_synthetase,_class_II;_Winged_helix-like_DNA-binding_domain_superfamily;_Phenylalanyl-tRNA_synthetase,_class_IIc,_alpha_subunit	PF01409	tRNA_synthetases_class_II_core_domain_(F)
GCA_000017945-FLGBHGLA_12670	IPR014746;_IPR008146;_IPR027302;_IPR027303;_IPR036651;_IPR008147;_IPR004809	Glutamine_synthetase/guanido_kinase,_catalytic_domain;_Glutamine_synthetase,_catalytic_domain;_Glutamine_synthetase,_N-terminal_conserved_site;_Glutamine_synthetase,_glycine-rich_site;_Glutamine_synthetase,_N-terminal_domain_superfamily;_Glutamine_synthetase,_beta-Grasp_domain;_Glutamine_synthetase_type_I	PF00120;_PF03951	Glutamine_synthetase,_catalytic_domain;_Glutamine_synthetase,_beta-Grasp_domain
GCA_000017945-FLGBHGLA_12680	IPR008988;_IPR038157;_IPR007167	Transcriptional_repressor,_C-terminal;_Ferrous_iron_transporter,_core_domain;_Ferrous_iron_transporter_FeoA_domain	PF04023	FeoA_domain
GCA_000017945-FLGBHGLA_12690	-	-	-	-
GCA_000017945-FLGBHGLA_12700	IPR029033;_IPR013078	Histidine_phosphatase_superfamily;_Histidine_phosphatase_superfamily,_clade-1	PF00300	Histidine_phosphatase_superfamily_(branch_1)
GCA_000017945-FLGBHGLA_12710	IPR011047	Quinoprotein_alcohol_dehydrogenase-like_superfamily	-	-
GCA_000017945-FLGBHGLA_12720	-	-	-	-
GCA_000017945-FLGBHGLA_12730	-	-	-	-
GCA_000017945-FLGBHGLA_12740	IPR002563;_IPR012349	Flavin_reductase_like_domain;_FMN-binding_split_barrel	PF01613	Flavin_reductase_like_domain
GCA_000017945-FLGBHGLA_12750	IPR001303;_IPR036409	Class_II_aldolase/adducin_N-terminal;_Class_II_aldolase/adducin_N-terminal_domain_superfamily	PF00596	Class_II_Aldolase_and_Adducin_N-terminal_domain
GCA_000017945-FLGBHGLA_12760	IPR005358	Putative_zinc-_or_iron-chelating_domain_containing_protein	PF03692	Putative_zinc-_or_iron-chelating_domain
GCA_000017945-FLGBHGLA_12770	IPR017896;_IPR017900	4Fe-4S_ferredoxin-type,_iron-sulphur_binding_domain;_4Fe-4S_ferredoxin,_iron-sulphur_binding,_conserved_site	PF00037	4Fe-4S_binding_domain
