accession	BinID	NewContigID	OldContigId	ContigIdMerge	ContigNewLength	ContigOldLength	GC	ProteinID	ProteinGC	ProteinLength	Prokka	NCBI_COG	NCBI_COG_Description	PathwayID	Pathway	NCBI_COG_evalue	arcogs	arcogs_geneID	arcogs_Description	Pathway	arcogs_evalue	KO_hmm	e_value	bit_score	bit_score_cutoff	Definition	confidence	PFAM_hmm	PFAM_description	Pfam_Evalue	TIRGR	TIGR_description	EC	TIGR_Evalue	CAZy	CAZy_evalue	Description	TDBD_ID	TPDB_evalue	HydDB	Description	HydDB_evalue	IPR	IPRMdescription	IPR_PFAM	IPR_PFAMdescription	TopHit	E_value	PecID	TaxID	TaxString
GCA_000017945-FLGBHGLA_09010	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09010	0.06	514	hypothetical protein	COG0294	Dihydropteroate_synthase	H	Folate_biosynthesis	1.9e-07	arCOG01978	FolP	Dihydropteroate_synthase_or_related_enzyme	H	5.4e-89	-	-	-	-	-	-	-	-	-	TIGR00284	dihydropteroate_synthase-related_protein	-	5.3e-90	-	-	-	-	-	-	-	-	IPR011005;_IPR005236;_IPR000489	Dihydropteroate_synthase-like;_Dihydropteroate_synthase-related_protein_synthase-related_protein;_Pterin-binding_domain	-	-	WP_012123020.1_dihydropteroate_synthase-like_protein_[Ignicoccus_hospitalis]	1.8e-284	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09020	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09020	0.07	271	1,4-dihydroxy-6-naphtoate synthase	COG2107	1,4-dihydroxy-6-naphtoate_synthase_(menaquinone_biosynthesis,_futalosine_pathway)	H	Menaquinone_biosynthesis	2.2e-104	arCOG00654	-	Predicted_periplasmic_solute-binding_protein	R	1.5e-84	K11785	1.5e-97	323.1	255.93	1,4-dihydroxy-6-naphthoate_synthase_[EC:1.14.-.-]	high_score	PF02621	Menaquinone_biosynthesis	3.2e-86	-	-	-	-	-	-	-	-	-	-	-	-	IPR003773;_IPR030869	Menaquinone_biosynthesis_enzyme;_1,4-dihydroxy-6-naphtoate_synthase	PF02621	Menaquinone_biosynthesis	WP_012123021.1_ABC_transporter_substrate-binding_protein_[Ignicoccus_hospitalis]	3.7e-151	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09030	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09030	0.081	455	hypothetical protein	COG3864	Predicted_metal-dependent_peptidase	R	-	2.7e-58	arCOG06980	-	Predicted_metal-dependent_peptidase_fused_to_vWFA_domain	R	7.2e-129	K07114	1.3e-07	28.8	82.77	Ca-activated_chloride_channel_homolog	-	PF13203	Putative_metallopeptidase_domain	5.8e-17	-	-	-	-	-	-	-	-	-	-	-	-	IPR025154;_IPR018698;_IPR036465;_IPR002035	Putative_metallopeptidase_domain;_VWA-like_domain;_von_Willebrand_factor_A-like_domain_superfamily;_von_Willebrand_factor,_type_A	PF13203;_PF09967	Putative_metallopeptidase_domain;_VWA-like_domain_(DUF2201)	WP_012123022.1_VWA_domain-containing_protein_[Ignicoccus_hospitalis]	2.3e-259	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09040	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09040	0.08	211	Protein-L-isoaspartate O-methyltransferase	COG2518	Protein-L-isoaspartate_O-methyltransferase	O	-	6.2e-74	arCOG00976	Pcm	Protein-L-isoaspartate_carboxylmethyltransferase	O	8e-75	K00573	3e-82	272.6	81.13	protein-L-isoaspartate(D-aspartate)_O-methyltransferase_[EC:2.1.1.77]	high_score	PF01135	Protein-L-isoaspartate(D-aspartate)_O-methyltransferase_(PCMT)	3.8e-78	TIGR00080	protein-L-isoaspartate_O-methyltransferase	2.1.1.77	3.4e-83	-	-	-	-	-	-	-	-	IPR000682;_IPR029063	Protein-L-isoaspartate(D-aspartate)_O-methyltransferase;_S-adenosyl-L-methionine-dependent_methyltransferase	PF01135	Protein-L-isoaspartate(D-aspartate)_O-methyltransferase_(PCMT)	WP_012123023.1_protein-L-isoaspartate_O-methyltransferase_[Ignicoccus_hospitalis]	2.9e-111	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09050	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09050	0.042	119	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ABU82060.1_hypothetical_protein_Igni_0878_[Ignicoccus_hospitalis_KIN4/I]	3.3e-11	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09060	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09060	0.074	429	Histidine--tRNA ligase	COG0124	Histidyl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	1.3e-92	arCOG00404	HisS	Histidyl-tRNA_synthetase	J	2.1e-91	K01892	9.4e-84	278.7	252.40	histidyl-tRNA_synthetase_[EC:6.1.1.21]	high_score	PF13393	Histidyl-tRNA_synthetase	1.4e-51	TIGR00442	histidine--tRNA_ligase	6.1.1.21	3.5e-94	-	-	-	-	-	-	-	-	IPR036621;_IPR004154;_IPR006195;_IPR015807;_IPR004517;_IPR004516	Anticodon-binding_domain_superfamily;_Anticodon-binding;_Aminoacyl-tRNA_synthetase,_class_II;_Histidine-tRNA_ligase;_ATP_phosphoribosyltransferase_regulatory_subunit;_Histidine-tRNA_ligase/ATP_phosphoribosyltransferase_regulatory_subunit	PF03129;_PF13393	Anticodon_binding_domain;_Histidyl-tRNA_synthetase	WP_012123025.1_histidine--tRNA_ligase_[Ignicoccus_hospitalis]	4.8e-238	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09070	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09070	0.074	187	Inorganic pyrophosphatase	COG0221	Inorganic_pyrophosphatase	C	-	3.1e-70	arCOG01711	Ppa	Inorganic_pyrophosphatase	C	2.6e-72	K01507	1.3e-48	162.7	20.73	inorganic_pyrophosphatase_[EC:3.6.1.1]	high_score	PF00719	Inorganic_pyrophosphatase	2.6e-58	-	-	-	-	-	-	-	-	-	-	-	-	IPR008162;_IPR036649	Inorganic_pyrophosphatase;_Inorganic_pyrophosphatase_superfamily	PF00719	Inorganic_pyrophosphatase	WP_012123026.1_inorganic_diphosphatase_[Ignicoccus_hospitalis]	2.6e-103	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09080	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09080	0.099	161	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_012123027.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.2e-85	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09090	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09090	0.056	158	hypothetical protein	COG1846	DNA-binding_transcriptional_regulator,_MarR_family	K	-	2.8e-08	arCOG03748	MarR	Transcriptional_regulator,_MarR_family	K	2.4e-11	K21454	2e-08	31.0	111.53	MarR_family_transcriptional_regulator,_teicoplanin-associated_locus_regulator	-	-	-	-	TIGR01884	CRISPR_locus-related_DNA-binding_protein	-	6.3e-06	-	-	-	-	-	-	-	-	IPR036388;_IPR036390	Winged_helix-like_DNA-binding_domain_superfamily;_Winged_helix_DNA-binding_domain_superfamily	-	-	WP_012123028.1_hypothetical_protein_[Ignicoccus_hospitalis]	4.9e-79	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09100	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09100	0.047	314	hypothetical protein	COG0704	Phosphate_uptake_regulator_PhoU	P	-	1.6e-14	arCOG00318	PhoU	Phosphate_uptake_regulator	P	1.6e-37	-	-	-	-	-	-	PF04014	Antidote-toxin_recognition_MazE,_bacterial_antitoxin	6.7e-07	-	-	-	-	-	-	-	-	-	-	-	-	IPR007159	SpoVT-AbrB_domain	-	-	WP_052570157.1_phosphate_uptake_regulator_PhoU_[Ignicoccus_hospitalis]	2.7e-129	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09110	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09110	0.067	74	hypothetical protein	-	-	-	-	-	arCOG05995	-	Uncharacterized_protein	S	9.6e-19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_052570159.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.5e-30	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09120	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09120	0.118	456	Phosphoglucomutase/phosphomannomutase	COG1109	Phosphomannomutase	G	-	1.8e-120	arCOG00767	{ManB}	Phosphomannomutase	G	3e-131	K15778	5.2e-102	338.8	421.63	phosphomannomutase_/_phosphoglucomutase_[EC:5.4.2.8_5.4.2.2]	-	PF02878	Phosphoglucomutase/phosphomannomutase,_alpha/beta/alpha_domain_I	6.7e-45	TIGR03990	phosphoglucosamine_mutase	5.4.2.10	9.7e-163	-	-	-	-	-	-	-	-	IPR016066;_IPR016055;_IPR024086;_IPR005846;_IPR005844;_IPR036900;_IPR005843;_IPR005845;_IPR005841	Alpha-D-phosphohexomutase,_conserved_site;_Alpha-D-phosphohexomutase,_alpha/beta/alpha_I/II/III;_Phosphoglucosamine_mutase,_archaeal_type;_Alpha-D-phosphohexomutase,_alpha/beta/alpha_domain_III;_Alpha-D-phosphohexomutase,_alpha/beta/alpha_domain_I;_Alpha-D-phosphohexomutase,_C-terminal_domain_superfamily;_Alpha-D-phosphohexomutase,_C-terminal;_Alpha-D-phosphohexomutase,_alpha/beta/alpha_domain_II;_Alpha-D-phosphohexomutase_superfamily	PF02880;_PF02878;_PF00408;_PF02879	Phosphoglucomutase/phosphomannomutase,_alpha/beta/alpha_domain_III;_Phosphoglucomutase/phosphomannomutase,_alpha/beta/alpha_domain_I;_Phosphoglucomutase/phosphomannomutase,_C-terminal_domain;_Phosphoglucomutase/phosphomannomutase,_alpha/beta/alpha_domain_II	WP_012123031.1_phosphoglucosamine_mutase_[Ignicoccus_hospitalis]	4.6e-263	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09130	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09130	0.07	368	Calcium-gated potassium channel MthK	COG1226	Voltage-gated_potassium_channel_Kch	P	-	9.2e-15	arCOG01958	Kch	Kef-type_K+_transport_system,_predicted_NAD-binding_component	P	3.4e-42	K10716	2.6e-25	86.8	140.93	voltage-gated_potassium_channel	-	PF07885	Ion_channel	5.1e-18	TIGR03025	exopolysaccharide_biosynthesis_polyprenyl_glycosylphosphotransferase	-	3e-06	-	-	-	-	-	-	-	-	IPR013099;_IPR003280;_IPR003148;_IPR036291	Potassium_channel_domain;_Two_pore_domain_potassium_channel;_Regulator_of_K+_conductance,_N-terminal;_NAD(P)-binding_domain_superfamily	PF07885;_PF02254	Ion_channel;_TrkA-N_domain	WP_012123032.1_potassium_channel_protein_[Ignicoccus_hospitalis]	8.4e-199	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09140	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09140	0.119	267	hypothetical protein	-	-	-	-	-	arCOG02491	-	WD40_repeats_containing_protein	S	4e-07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_012123033.1_hypothetical_protein_[Ignicoccus_hospitalis]	6.8e-150	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09150	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09150	0.105	425	Bifunctional thiamine biosynthesis protein ThiDN	COG1992	Predicted_transcriptional_regulator_fused_phosphomethylpyrimidine_kinase_(thiamin_biosynthesis)	R	-	4.2e-103	arCOG00020	ThiD	Hydroxymethylpyrimidine/phosphomethylpyrimidine_kinase	H	5.6e-73	K21219	2.5e-110	366.1	380.57	hydroxymethylpyrimidine_kinase_/_phosphomethylpyrimidine_kinase_/_thiamine-phosphate_diphosphorylase_[EC:2.7.1.49_2.7.4.7_2.5.1.3]	-	PF08543	Phosphomethylpyrimidine_kinase	4.2e-46	TIGR00097	hydroxymethylpyrimidine_kinase/phosphomethylpyrimidine_kinase	2.7.1.49|2.7.4.7	4.8e-41	-	-	-	-	-	-	-	-	IPR013749;_IPR029056;_IPR036409;_IPR004399;_IPR019293	Pyridoxamine_kinase/Phosphomethylpyrimidine_kinase;_Ribokinase-like;_Class_II_aldolase/adducin_N-terminal_domain_superfamily;_Hydroxymethylpyrimidine_kinase/phosphomethylpyrimidine_kinase;_Thiamine-phosphate_synthase_ThiN	PF08543;_PF10120	Phosphomethylpyrimidine_kinase;_Thiamine-phosphate_synthase	WP_052570160.1_hypothetical_protein_[Ignicoccus_hospitalis]	2.5e-239	99.8	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09160	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09160	0.076	552	Archaeal Lon protease	COG1750	Predicted_archaeal_serine_protease,_S18_family	R	-	7.6e-126	arCOG01937	-	Archaeal_serine_protease,_S18_family	R	2e-114	K06870	1.3e-118	394.3	142.23	uncharacterized_protein	high_score	PF05362	Lon_protease_(S16)_C-terminal_proteolytic_domain	2.4e-15	TIGR02902	ATP-dependent_protease_LonB	3.4.21.-	1.1e-18	-	-	-	-	-	-	-	-	IPR008269;_IPR014721;_IPR020568;_IPR027065	Peptidase_S16,_Lon_proteolytic_domain;_Ribosomal_protein_S5_domain_2-type_fold,_subgroup;_Ribosomal_protein_S5_domain_2-type_fold;_Lon_protease	PF05362	Lon_protease_(S16)_C-terminal_proteolytic_domain	WP_012123035.1_peptidase_S16_[Ignicoccus_hospitalis]	1.6e-302	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09170	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09170	0.078	230	hypothetical protein	COG1801	Sugar_isomerase-related_protein_YecE,_UPF0759/DUF72_family	R	-	9.1e-52	arCOG04291	-	Sugar_isomerase_related_protein	R	7e-51	-	-	-	-	-	-	PF01904	Protein_of_unknown_function_DUF72	5.4e-43	-	-	-	-	-	-	-	-	-	-	-	-	IPR036520;_IPR002763	UPF0759_superfamily;_Protein_of_unknown_function_DUF72	PF01904	Protein_of_unknown_function_DUF72	WP_012123036.1_DUF72_domain-containing_protein_[Ignicoccus_hospitalis]	7.2e-132	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09180	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09180	0.089	312	1-deoxy-D-xylulose-5-phosphate synthase	COG3958	Transketolase,_C-terminal_subunit	G	-	1.1e-116	arCOG01051	TktA2	Transketolase,_C-terminal_subunit	G	6.6e-123	K00615	8.4e-65	216.6	190.43	transketolase_[EC:2.2.1.1]	high_score	PF02779	Transketolase,_pyrimidine_binding_domain	3.1e-36	TIGR00204	1-deoxy-D-xylulose-5-phosphate_synthase	2.2.1.7	3.9e-55	-	-	-	-	-	-	-	-	IPR029061;_IPR009014;_IPR005475;_IPR033248	Thiamin_diphosphate-binding_fold;_Transketolase_C-terminal/Pyruvate-ferredoxin_oxidoreductase_domain_II;_Transketolase-like,_pyrimidine-binding_domain;_Transketolase,_C-terminal_domain	PF02779;_PF02780	Transketolase,_pyrimidine_binding_domain;_Transketolase,_C-terminal_domain	WP_052570520.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.2e-174	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09190	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09190	0.054	348	Chorismate mutase	COG0287	Prephenate_dehydrogenase	E	Aromatic_amino_acid_biosynthesis	2.5e-45	arCOG00245	TyrA	Prephenate_dehydrogenase	E	2.5e-51	K14187	5.5e-76	252.7	344.67	chorismate_mutase_/_prephenate_dehydrogenase_[EC:5.4.99.5_1.3.1.12]	-	PF02153	Prephenate_dehydrogenase	7.8e-32	TIGR01791	chorismate_mutase	5.4.99.5	1.6e-15	-	-	-	-	-	-	-	-	IPR036979;_IPR002701;_IPR003099;_IPR036263;_IPR008927;_IPR036291	Chorismate_mutase_domain_superfamily;_Chorismate_mutase_II,_prokaryotic-type;_Prephenate_dehydrogenase;_Chorismate_mutase_type_II_superfamily;_6-phosphogluconate_dehydrogenase-like,_C-terminal_domain_superfamily;_NAD(P)-binding_domain_superfamily	PF01817;_PF02153	Chorismate_mutase_type_II;_Prephenate_dehydrogenase	WP_012123038.1_bifunctional_chorismate_mutase/prephenate_dehydrogenase_[Ignicoccus_hospitalis]	2.2e-172	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09200	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09200	0.032	31	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09210	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09210	0.204	49	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09220	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09220	0.058	34	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09230	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09230	0.024	166	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ABU82075.1_hypothetical_protein_Igni_0894_[Ignicoccus_hospitalis_KIN4/I]	5.1e-79	99.4	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09240	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09240	0.075	133	putative ABC transporter ATP-binding protein	COG1122	Energy-coupling_factor_transporter_ATP-binding_protein_EcfA2	PR	-	6.3e-21	arCOG00203	EcfA2	Energy-coupling_factor_transporter_ATP-binding_protein_EcfA2	P	1.2e-17	K16787	5.3e-21	72.1	371.43	energy-coupling_factor_transport_system_ATP-binding_protein_[EC:3.6.3.-]	-	PF02463	RecF/RecN/SMC_N_terminal_domain	5.6e-07	TIGR04521	energy-coupling_factor_transporter_ATPase	3.6.3.-	2.8e-17	-	-	-	-	-	-	-	-	IPR027417	P-loop_containing_nucleoside_triphosphate_hydrolase	-	-	WP_083756908.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.8e-55	99.1	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09250	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09250	0.052	96	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_012123040.1_hypothetical_protein_[Ignicoccus_hospitalis]	7.4e-30	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09260	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09260	0.083	541	Thermosome subunit beta	COG0459	Chaperonin_GroEL_(HSP60_family)	O	-	5.2e-135	arCOG01257	GroEL	Chaperonin_GroEL,_HSP60_family	O	7.5e-211	K22447	5.3e-230	761.5	589.77	archaeal_chaperonin	high_score	PF00118	TCP-1/cpn60_chaperonin_family	3.7e-173	TIGR02339	thermosome,_various_subunits,_archaeal	-	3.2e-234	-	-	-	-	-	-	-	-	IPR027413;_IPR027409;_IPR002194;_IPR012714;_IPR027410;_IPR002423;_IPR017998	GroEL-like_equatorial_domain_superfamily;_GroEL-like_apical_domain_superfamily;_Chaperonin_TCP-1,_conserved_site;_Thermosome,_archaeal;_TCP-1-like_chaperonin_intermediate_domain_superfamily;_Chaperonin_Cpn60/TCP-1_family;_Chaperone_tailless_complex_polypeptide_1_(TCP-1)	PF00118	TCP-1/cpn60_chaperonin_family	WP_012123041.1_thermosome_subunit_[Ignicoccus_hospitalis]	3.1e-274	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09270	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09270	0.061	260	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	IPR027417	P-loop_containing_nucleoside_triphosphate_hydrolase	-	-	WP_012123042.1_sulfotransferase_family_protein_[Ignicoccus_hospitalis]	1.1e-149	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09280	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09280	0.084	367	Sulfide-quinone reductase	COG1252	NADH_dehydrogenase,_FAD-containing_subunit	C	-	8.4e-52	arCOG01065	HcaD	NAD(FAD)-dependent_dehydrogenase	R	6.9e-105	K17218	9.9e-65	216.0	212.37	sulfide:quinone_oxidoreductase_[EC:1.8.5.4]	high_score	PF07992	Pyridine_nucleotide-disulphide_oxidoreductase	7.1e-21	TIGR03169	pyridine_nucleotide-disulfide_oxidoreductase_family_protein	-	4.9e-14	-	-	-	-	-	-	-	-	IPR036188;_IPR023753	FAD/NAD(P)-binding_domain_superfamily;_FAD/NAD(P)-binding_domain	PF07992	Pyridine_nucleotide-disulphide_oxidoreductase	WP_012123043.1_pyridine_nucleotide-disulfide_oxidoreductase_[Ignicoccus_hospitalis]	2.1e-210	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_09290	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_09290	0.093	385	tRNA (cytosine(49)-C(5))-methyltransferase	COG0144	16S_rRNA_C967_or_C1407_C5-methylase,_RsmB/RsmF_family	J	16S_rRNA_modification	2.4e-59	arCOG00986	-	RNA_methylase_associated_PUA_domain	J	2e-72	K03500	4.5e-60	201.2	274.53	16S_rRNA_(cytosine967-C5)-methyltransferase_[EC:2.1.1.176]	-	PF01189	16S_rRNA_methyltransferase_RsmB/F	3.4e-37	TIGR00563	16S_rRNA_(cytosine(967)-C(5))-methyltransferase	2.1.1.176	1.8e-40	-	-	-	-	-	-	-	-	IPR001678;_IPR015947;_IPR023267;_IPR029063;_IPR002478;_IPR036974	SAM-dependent_methyltransferase_RsmB/NOP2-type;_PUA-like_superfamily;_RNA_(C5-cytosine)_methyltransferase;_S-adenosyl-L-methionine-dependent_methyltransferase;_PUA_domain;_PUA_domain_superfamily	PF01189;_PF01472	16S_rRNA_methyltransferase_RsmB/F;_PUA_domain	WP_012123044.1_RsmB/NOP_family_class_I_SAM-dependent_RNA_methyltransferase_[Ignicoccus_hospitalis]	5.8e-219	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
