accession	arcogs	arcogs_geneID	arcogs_Description	Pathway	arcogs_evalue
GCA_000017945-FLGBHGLA_11900	arCOG00810	MetG	Methionyl-tRNA_synthetase	J	2.9e-180
GCA_000017945-FLGBHGLA_11910	arCOG00452	ESCRTIII	Archaeal_division_protein_CdvB,_Snf7/Vps24/ESCRT-III_family	D	7.7e-55
GCA_000017945-FLGBHGLA_11920	arCOG03639	-	Predicted_glutamine_amidotransferase	R	9.6e-28
GCA_000017945-FLGBHGLA_11930	-	-	-	-	-
GCA_000017945-FLGBHGLA_11940	arCOG00663	GCD1	Nucleoside-diphosphate-sugar_pyrophosphorylase_involved_in_lipopolysaccharide_biosynthesis/translation_initiation_factor_2B,_gamma/epsilon_subunit	M	4.4e-66
GCA_000017945-FLGBHGLA_11950	-	-	-	-	-
GCA_000017945-FLGBHGLA_11960	-	-	-	-	-
GCA_000017945-FLGBHGLA_11970	arCOG00991	-	tRNA_modification_protein,_contains_pre-PUA_and_PUA_domains	J	3.1e-31
GCA_000017945-FLGBHGLA_11980	arCOG00347	PbaA	20S_proteasome_assembly_factor,_ATP-grasp_superfamily_enzyme	O	1.6e-35
GCA_000017945-FLGBHGLA_11990	-	-	-	-	-
GCA_000017945-FLGBHGLA_12000	arCOG04271	RPB8	DNA-directed_RNA_polymerase,_subunit_RPB8	K	3.2e-20
GCA_000017945-FLGBHGLA_12010	arCOG00899	AglD2	Predicted_flippase	M	8.2e-19
GCA_000017945-FLGBHGLA_12020	arCOG01724	-	Uncharacterized_protein	S	1.2e-32
GCA_000017945-FLGBHGLA_12030	arCOG01726	IspA	Geranylgeranyl_pyrophosphate_synthase	H	3.3e-91
GCA_000017945-FLGBHGLA_12040	arCOG06883	-	Zn-ribbon_domain_containing_protein	S	8.2e-95
GCA_000017945-FLGBHGLA_12050	arCOG00280	-	HerA_helicase	L	6.8e-82
GCA_000017945-FLGBHGLA_12060	arCOG00499	-	Metal-dependent_hydrolase_of_the_beta-lactamase_superfamily	R	4.4e-24
GCA_000017945-FLGBHGLA_12070	arCOG00557	Lhr	Lhr-like_helicase_with_C-terminal_Zn_finger_domain	R	4.7e-276
GCA_000017945-FLGBHGLA_12080	-	-	-	-	-
GCA_000017945-FLGBHGLA_12090	arCOG00982	GldA	Glycerol_dehydrogenase_or_related_enzyme	C	2.7e-117
GCA_000017945-FLGBHGLA_12100	arCOG04175	RPL20A	Ribosomal_protein_L20A_(L18A)	J	3.2e-28
GCA_000017945-FLGBHGLA_12110	arCOG01341	GIM5	Predicted_prefoldin,_molecular_chaperone_implicated_in_de_novo_protein_folding	O	4.4e-17
GCA_000017945-FLGBHGLA_12120	arCOG01227	FtsY	Signal_recognition_particle_GTPase	U	3.2e-111
GCA_000017945-FLGBHGLA_12130	arCOG02204	Sss1	Preprotein_translocase_subunit_Sss1	U	2.8e-13
GCA_000017945-FLGBHGLA_12140	arCOG01920	NusG	Transcription_antiterminator_NusG	K	2.4e-32
GCA_000017945-FLGBHGLA_12150	arCOG04372	RplK	Ribosomal_protein_L11	J	1.4e-42
GCA_000017945-FLGBHGLA_12160	arCOG04289	RplA	Ribosomal_protein_L1	J	2.6e-77
GCA_000017945-FLGBHGLA_12170	arCOG04288	RplJ	Ribosomal_protein_L10	J	2.7e-81
GCA_000017945-FLGBHGLA_12180	arCOG00968	Sfm1	Rps3_or_RNA_methylase_involved_in_ribosome_biogenesis,_SPOUT_family,	J	5.1e-57
GCA_000017945-FLGBHGLA_12190	arCOG01219	TRM1	N2,N2-dimethylguanosine_tRNA_methyltransferase	J	3.4e-80
GCA_000017945-FLGBHGLA_12200	-	-	-	-	-
GCA_000017945-FLGBHGLA_12210	arCOG00509	NorV	Flavorubredoxin	C	2.3e-95
GCA_000017945-FLGBHGLA_12220	arCOG03016	WcaG	Nucleoside-diphosphate-sugar_epimerase	M	6.1e-47
GCA_000017945-FLGBHGLA_12230	-	-	-	-	-
GCA_000017945-FLGBHGLA_12240	-	-	-	-	-
GCA_000017945-FLGBHGLA_12250	-	-	-	-	-
GCA_000017945-FLGBHGLA_12260	arCOG04234	-	Uncharacterized_protein	S	9.3e-58
GCA_000017945-FLGBHGLA_12270	arCOG01168	RspA	L-alanine-DL-glutamate_epimerase_or_related_enzyme_of_enolase_superfamily	M	3.3e-24
GCA_000017945-FLGBHGLA_12280	arCOG01402	AglP	SAM-dependent_methyltransferase	Q	1.5e-08
GCA_000017945-FLGBHGLA_12290	arCOG00701	UgpQ	Glycerophosphoryl_diester_phosphodiesterase	I	7.2e-37
GCA_000017945-FLGBHGLA_12300	arCOG01346	-	RNA-binding_protein_containing_KH_domain,_possibly_ribosomal_protein	J	1.3e-15
GCA_000017945-FLGBHGLA_12310	arCOG01145	-	Phosphohydrolase,_Icc/MPP_superfamily	R	4e-30
GCA_000017945-FLGBHGLA_12320	arCOG01791	-	SAM-dependent_methyltransferase	Q	5.3e-35
GCA_000017945-FLGBHGLA_12330	-	-	-	-	-
GCA_000017945-FLGBHGLA_12340	arCOG08842	PBP2	PolB1-binding_proteins_PBP2,_HTH_domain_containing_protein	L	1.4e-19
GCA_000017945-FLGBHGLA_12350	arCOG04168	RPL34A	Ribosomal_protein_L34E	J	1.1e-40
GCA_000017945-FLGBHGLA_12360	arCOG01039	AdkA	Archaeal_adenylate_kinase	F	1e-60
GCA_000017945-FLGBHGLA_12370	arCOG04169	SecY	Preprotein_translocase_subunit_SecY	U	1.7e-112
GCA_000017945-FLGBHGLA_12380	arCOG00324	AcuC	Deacetylase,_including_yeast_histone_deacetylase_and_acetoin_utilization_protein	R	4.4e-85
GCA_000017945-FLGBHGLA_12390	arCOG01672	-	Extracellular_solute-binding_protein_with_Ig-fold_domain	R	1.5e-226
GCA_000017945-FLGBHGLA_12400	arCOG01530	MoaC	Molybdenum_cofactor_biosynthesis_enzyme	H	8.8e-46
GCA_000017945-FLGBHGLA_12410	arCOG01007	FepD	ABC-type_Fe3+-siderophore_transport_system,_permease_component	P	9.6e-28
GCA_000017945-FLGBHGLA_12420	arCOG04233	FepB	ABC-type_Fe3+-hydroxamate_transport_system,_periplasmic_component	P	9.8e-45
GCA_000017945-FLGBHGLA_12430	arCOG00586	Soj	ATPase_involved_in_chromosome_partitioning,__ParA_family	D	3.1e-13
GCA_000017945-FLGBHGLA_12440	arCOG00578	-	Uncharacterized_Zn-finger_containing_protein	R	2.6e-19
GCA_000017945-FLGBHGLA_12450	arCOG01943	PncA	Amidase_related_to_nicotinamidase	Q	1.4e-44
GCA_000017945-FLGBHGLA_12460	arCOG01027	ThrB	Homoserine_kinase	E	4.2e-81
GCA_000017945-FLGBHGLA_12470	arCOG04151	-	ABC-type_multidrug_transport_system,_permease_component	R	3.8e-61
GCA_000017945-FLGBHGLA_12480	arCOG01159	-	Uncharacterized_archaeal_coiled-coil_protein	S	5e-21
GCA_000017945-FLGBHGLA_12490	arCOG01225	-	GTPase_SAR1_or_related_small_G_protein	R	1.7e-80
GCA_000017945-FLGBHGLA_12500	arCOG00606	-	CBS_domain	R	1.1e-29
GCA_000017945-FLGBHGLA_12510	arCOG04264	-	Uncharacterized_protein,_predicted_prefoldin	S	4.1e-19
GCA_000017945-FLGBHGLA_12520	arCOG02459	NtpC	Archaeal/vacuolar-type_H+-ATPase_subunit_C	C	5.7e-40
GCA_000017945-FLGBHGLA_12530	-	-	-	-	-
GCA_000017945-FLGBHGLA_12540	-	-	-	-	-
GCA_000017945-FLGBHGLA_12550	arCOG04967	-	PII-like_signaling_protein	T	2.5e-27
GCA_000017945-FLGBHGLA_12560	-	-	-	-	-
GCA_000017945-FLGBHGLA_12570	arCOG04236	SufC	Cysteine_desulfurase_activator_ATPase	O	2.6e-68
GCA_000017945-FLGBHGLA_12580	arCOG01715	SufB	Cysteine_desulfurase_activator_SufB	O	6.3e-79
GCA_000017945-FLGBHGLA_12590	arCOG04224	-	Uncharacterized_protein_with_novel_six-stranded_beta-clam_fold	S	5.7e-21
GCA_000017945-FLGBHGLA_12600	arCOG02569	EriC	Chloride_channel_protein_EriC	P	3.6e-100
GCA_000017945-FLGBHGLA_12610	-	-	-	-	-
GCA_000017945-FLGBHGLA_12620	-	-	-	-	-
GCA_000017945-FLGBHGLA_12630	-	-	-	-	-
GCA_000017945-FLGBHGLA_12640	arCOG03413	CDC14	Protein-tyrosine_phosphatase	T	1.5e-15
GCA_000017945-FLGBHGLA_12650	arCOG00412	PheT	Phenylalanyl-tRNA_synthetase_beta_subunit	J	7.5e-106
GCA_000017945-FLGBHGLA_12660	arCOG00410	PheS	Phenylalanyl-tRNA_synthetase_alpha_subunit	J	1.5e-121
GCA_000017945-FLGBHGLA_12670	arCOG01909	GlnA	Glutamine_synthetase	E	7.5e-134
GCA_000017945-FLGBHGLA_12680	arCOG02102	FeoA	Fe2+_transport_system_protein_A	P	3.1e-13
GCA_000017945-FLGBHGLA_12690	arCOG04189	-	Membrane_associated_transcription_regulator,_contains_HTH_domain	S	2.1e-21
GCA_000017945-FLGBHGLA_12700	arCOG01992	SixA	Phosphohistidine_phosphatase_SixA	T	1.1e-29
GCA_000017945-FLGBHGLA_12710	-	-	-	-	-
GCA_000017945-FLGBHGLA_12720	-	-	-	-	-
GCA_000017945-FLGBHGLA_12730	-	-	-	-	-
GCA_000017945-FLGBHGLA_12740	arCOG02017	RutF	NADH-FMN_oxidoreductase_RutF,_flavin_reductase_(DIM6/NTAB)_family	C	2.6e-33
GCA_000017945-FLGBHGLA_12750	arCOG04226	AraD	Ribulose-5-phosphate_4-epimerase/Fuculose-1-phosphate_aldolase	G	1e-40
GCA_000017945-FLGBHGLA_12760	arCOG02584	-	Fe-S-cluster_containining_protein	R	1.4e-33
GCA_000017945-FLGBHGLA_12770	arCOG00289	NfnB	Nitroreductase	C	8.8e-11
GCA_000017945-FLGBHGLA_12780	arCOG12851	-	Uncharacterized_protein	S	1.5e-09
GCA_000017945-FLGBHGLA_12790	-	-	-	-	-
GCA_000017945-FLGBHGLA_12800	-	-	-	-	-
GCA_000017945-FLGBHGLA_12810	-	-	-	-	-
GCA_000017945-FLGBHGLA_12820	arCOG01688	-	Predicted_transcriptional_regulator,_contains_HTH_and_4VR_domain	R	8.6e-10
GCA_000017945-FLGBHGLA_12830	-	-	-	-	-
GCA_000017945-FLGBHGLA_12840	arCOG04116	-	ATPase_(PilT_family)	R	1.1e-161
GCA_000017945-FLGBHGLA_12850	arCOG00691	-	Predicted_metal-dependent_hydrolase_with_the_TIM-barrel_fold	R	9.2e-66
GCA_000017945-FLGBHGLA_12860	arCOG05990	Qor	NADPH:quinone_reductase_or_related_Zn-dependent_oxidoreductase	C	1.4e-55
GCA_000017945-FLGBHGLA_12870	arCOG02230	LeuD	3-isopropylmalate_dehydratase_small_subunit	E	7.8e-51
GCA_000017945-FLGBHGLA_12880	arCOG02092	LeuA	Isopropylmalate/homocitrate/citramalate_synthase	E	1.8e-123
GCA_000017945-FLGBHGLA_12890	arCOG01218	TrxA	Thiol-disulfide_isomerase_or_thioredoxin	O	1.9e-13
GCA_000017945-FLGBHGLA_12900	arCOG04218	-	ATP-dependent_RNA_ligase	L	3.3e-114
GCA_000017945-FLGBHGLA_12910	arCOG00641	PurL	Phosphoribosylformylglycinamidine_(FGAM)_synthase,_synthetase_domain	F	6.6e-220
GCA_000017945-FLGBHGLA_12920	arCOG00893	-	Predicted_metal-dependent_hydrolase_(urease_superfamily)	R	6.1e-77
GCA_000017945-FLGBHGLA_12930	arCOG00497	-	Zn-dependent_hydrolase_of_the_beta-lactamase_fold	R	3e-48
GCA_000017945-FLGBHGLA_12940	-	-	-	-	-
GCA_000017945-FLGBHGLA_12950	arCOG01603	PorG	Pyruvate:ferredoxin_oxidoreductase_or_related_2-oxoacid:ferredoxin_oxidoreductase,_gamma_subunit	C	1e-63
GCA_000017945-FLGBHGLA_12960	arCOG01604	PorD	Pyruvate:ferredoxin_oxidoreductase_or_related_2-oxoacid:ferredoxin_oxidoreductase,_gamma_and_delta_subunit	C	4e-33
GCA_000017945-FLGBHGLA_12970	arCOG01608	PorA	Pyruvate:ferredoxin_oxidoreductase_or_related_2-oxoacid:ferredoxin_oxidoreductase,_alpha_subunit	C	9e-125
GCA_000017945-FLGBHGLA_12980	arCOG01601	PorB	Pyruvate:ferredoxin_oxidoreductase_or_related_2-oxoacid:ferredoxin_oxidoreductase,_beta_subunit	C	3e-116
GCA_000017945-FLGBHGLA_12990	arCOG04252	TruD	tRNA(Glu)_U13_pseudouridine_synthase_TruD	J	9.8e-53
GCA_000017945-FLGBHGLA_13000	arCOG04167	RPL14A	Ribosomal_protein_L14E/L6E/L27E	J	1.1e-42
GCA_000017945-FLGBHGLA_13010	arCOG04064	RseP	Membrane-associated_protease_RseP,_regulator_of_RpoE_activity_in_bacteria	O	4.5e-47
GCA_000017945-FLGBHGLA_13020	arCOG00246	Mdh	Malate/lactate_dehydrogenase	C	3.5e-71
GCA_000017945-FLGBHGLA_13030	arCOG00307	RPP1	RNase_P/RNase_MRP_subunit_p30	J	8.1e-26
GCA_000017945-FLGBHGLA_13040	arCOG00032	RlmK	23S_rRNA_G2069_N7-methylase_RlmK_or_C1962_C5-methylase_RlmI	J	1.9e-109
GCA_000017945-FLGBHGLA_13050	-	-	-	-	-
GCA_000017945-FLGBHGLA_13060	arCOG01053	TktA1	Transketolase,_N-terminal_subunit	G	1.4e-100
GCA_000017945-FLGBHGLA_13070	arCOG01640	GCD7	Translation_initiation_factor_2,_beta_subunit_(eIF-2beta)/eIF-5_N-terminal_domain	J	2.9e-35
GCA_000017945-FLGBHGLA_13080	arCOG06088	-	Zn_finger_protein	S	6.3e-16
GCA_000017945-FLGBHGLA_13090	arCOG02312	SalY	ABC-type_antimicrobial_peptide_transport_system,_permease_component	V	1.2e-30
GCA_000017945-FLGBHGLA_13100	arCOG00922	SalX	ABC-type_antimicrobial_peptide_transport_system,_ATPase_component	V	1.7e-64
GCA_000017945-FLGBHGLA_13110	arCOG01531	-	Transcriptional_regulator,_contains_N-terminal_RHH_domain	K	8e-62
GCA_000017945-FLGBHGLA_13120	arCOG04477	-	Predicted_metal_binding_protein,_contains_two_cysteine_clusters	R	6.9e-25
GCA_000017945-FLGBHGLA_13130	arCOG03056	PgpB	Membrane-associated_phospholipid_phosphatase	I	3.2e-24
GCA_000017945-FLGBHGLA_13140	arCOG00779	RplO	Ribosomal_protein_L15	J	5.7e-36
GCA_000017945-FLGBHGLA_13150	arCOG04086	RpmD	Ribosomal_protein_L30	J	2.8e-48
GCA_000017945-FLGBHGLA_13160	arCOG04087	RpsE	Ribosomal_protein_S5	J	9.4e-82
GCA_000017945-FLGBHGLA_13170	arCOG04088	RplR	Ribosomal_protein_L18	J	2.9e-83
GCA_000017945-FLGBHGLA_13180	arCOG04089	RPL19A	Ribosomal_protein_L19E	J	1.5e-47
GCA_000017945-FLGBHGLA_13190	arCOG00781	RPL32	Ribosomal_protein_L32E	J	8.6e-40
GCA_000017945-FLGBHGLA_13200	arCOG04090	RplF	Ribosomal_protein_L6P	J	2.5e-55
GCA_000017945-FLGBHGLA_13210	arCOG04223	SUI1	Translation_initiation_factor_1_(eIF-1/SUI1)	J	8e-31
GCA_000017945-FLGBHGLA_13220	-	-	-	-	-
GCA_000017945-FLGBHGLA_13230	arCOG06057	-	Membrane-bound_NiFe_hydrogenase_subunit	C	4.4e-61
GCA_000017945-FLGBHGLA_13240	arCOG01213	Cof	HAD_superfamily_hydrolase	R	2e-52
GCA_000017945-FLGBHGLA_13250	arCOG03726	-	Uncharacterized_protein	S	7.8e-14
GCA_000017945-FLGBHGLA_13260	-	-	-	-	-
GCA_000017945-FLGBHGLA_13270	arCOG00553	BRR2	Replicative_superfamily_II_helicase	L	1.6e-171
GCA_000017945-FLGBHGLA_13280	arCOG04134	AroA	5-enolpyruvylshikimate-3-phosphate_synthase	E	4.7e-102
GCA_000017945-FLGBHGLA_13290	-	-	-	-	-
GCA_000017945-FLGBHGLA_13300	arCOG07501	SpoIVFB	Zn-dependent_protease	R	2.8e-36
GCA_000017945-FLGBHGLA_13310	-	-	-	-	-
GCA_000017945-FLGBHGLA_13320	-	-	-	-	-
GCA_000017945-FLGBHGLA_13330	arCOG04397	AmtB	Ammonia_permease	P	1.5e-96
GCA_000017945-FLGBHGLA_13340	arCOG02305	GlnK	Nitrogen_regulatory_protein_PII	E	2e-27
GCA_000017945-FLGBHGLA_13350	-	-	-	-	-
GCA_000017945-FLGBHGLA_13360	arCOG00467	CDC6	Cdc6-related_protein,_AAA_superfamily_ATPase	L	4.7e-59
GCA_000017945-FLGBHGLA_13370	arCOG04939	-	Transcriptional_regulator,_contains_wHTH_domain	K	7.1e-06
GCA_000017945-FLGBHGLA_13380	arCOG00439	MCM2	ATPase_involved_in_replication_control,_Cdc46/Mcm_family	L	1.7e-162
GCA_000017945-FLGBHGLA_13390	arCOG00552	-	DNA_replication_initiation_complex_subunit,_GINS23_family	L	1.2e-49
GCA_000017945-FLGBHGLA_13400	arCOG00469	RFCS	Clamp_loader_ATPase,_small_subunit	L	2.2e-111
GCA_000017945-FLGBHGLA_13410	arCOG00470	RFCL	Clamp_loader_ATPase,_large_subunit	L	1.1e-112
GCA_000017945-FLGBHGLA_13420	arCOG01887	TrpS	Tryptophanyl-tRNA_synthetase	J	2.7e-86
GCA_000017945-FLGBHGLA_13430	arCOG04266	-	Uncharacterized_protein	S	8.8e-34
GCA_000017945-FLGBHGLA_13440	arCOG11615	-	Uncharacterized_protein	S	3e-12
GCA_000017945-FLGBHGLA_13450	-	-	-	-	-
GCA_000017945-FLGBHGLA_13460	arCOG04351	-	Predicted_membrane_associated_lipid_hydrolase,_neutral_ceramidase_superfamily	I	6.8e-36
GCA_000017945-FLGBHGLA_13470	arCOG00868	NtpA	Archaeal/vacuolar-type_H+-ATPase_subunit_A	C	3.4e-228
GCA_000017945-FLGBHGLA_13480	arCOG04058	-	Uncharacterized_protein_YggU,_DUF167_family	S	1.7e-21
GCA_000017945-FLGBHGLA_13490	arCOG00423	-	Oligoribonuclease_NrnB_or_cAMP/cGMP_phosphodiesterase,_DHH_superfamily	J	3.7e-87
GCA_000017945-FLGBHGLA_13500	arCOG00054	-	Predicted_archaeal_methyltransferase	R	3.1e-93
GCA_000017945-FLGBHGLA_13510	-	-	-	-	-
GCA_000017945-FLGBHGLA_13520	-	-	-	-	-
GCA_000017945-FLGBHGLA_13530	arCOG01096	CCC1	Predicted_Fe2+/Mn2+_transporter,_VIT1/CCC1_family	P	1e-71
GCA_000017945-FLGBHGLA_13540	arCOG08213	-	Uncharacterized_protein	S	4.4e-83
GCA_000017945-FLGBHGLA_13550	arCOG02491	-	WD40_repeats_containing_protein	S	1.8e-09
GCA_000017945-FLGBHGLA_13560	-	-	-	-	-
GCA_000017945-FLGBHGLA_13570	-	-	-	-	-
GCA_000017945-FLGBHGLA_13580	-	-	-	-	-
GCA_000017945-FLGBHGLA_13590	-	-	-	-	-
GCA_000017945-FLGBHGLA_13600	arCOG04359	-	Predicted_RNA-binding_protein_containing_a_C-terminal_EMAP_domain	R	2.9e-47
GCA_000017945-FLGBHGLA_13610	-	-	-	-	-
GCA_000017945-FLGBHGLA_13620	arCOG00602	-	CBS_domain_containing_protein	R	1.5e-81
GCA_000017945-FLGBHGLA_13630	-	-	-	-	-
GCA_000017945-FLGBHGLA_13640	-	-	-	-	-
GCA_000017945-FLGBHGLA_13650	-	-	-	-	-
GCA_000017945-FLGBHGLA_13660	-	-	-	-	-
GCA_000017945-FLGBHGLA_13670	arCOG04286	CstA	Carbon_starvation_protein,_predicted_membrane_protein	T	6.5e-170
GCA_000017945-FLGBHGLA_13680	arCOG03655	-	Uncharacterized_protein	S	2.8e-17
GCA_000017945-FLGBHGLA_13690	arCOG02849	ArsA	Oxyanion-translocating_ATPase	P	2.7e-54
GCA_000017945-FLGBHGLA_13700	arCOG04222	-	Uncharacterized_protein	S	6.3e-51
GCA_000017945-FLGBHGLA_13710	-	-	-	-	-
GCA_000017945-FLGBHGLA_13720	arCOG01631	-	Protein_lysine_SAM-dependent_methyltransferase	O	4.3e-60
GCA_000017945-FLGBHGLA_13730	arCOG03580	STE14	Putative_protein-S-isoprenylcysteine_methyltransferase	O	3.3e-14
GCA_000017945-FLGBHGLA_13740	arCOG01088	TrpC	Indole-3-glycerol_phosphate_synthase	E	1.1e-51
GCA_000017945-FLGBHGLA_13750	arCOG00184	AppF	ABC-type_oligopeptide_transport_system,_ATPase_component	E	1.5e-110
GCA_000017945-FLGBHGLA_13760	arCOG00975	RsmB	16S_rRNA_C967_or_C1407_C5-methylase,_RsmB/RsmF_family	J	1.5e-68
GCA_000017945-FLGBHGLA_13770	arCOG01688	-	Predicted_transcriptional_regulator,_contains_HTH_and_4VR_domain	R	9.1e-07
GCA_000017945-FLGBHGLA_13780	arCOG04273	HisC	Histidinol-phosphate/aromatic_aminotransferase_or_cobyric_acid_decarboxylase	E	1.3e-55
GCA_000017945-FLGBHGLA_13790	arCOG01322	RibC2	Archaeal_riboflavin_synthase	H	1.5e-62
GCA_000017945-FLGBHGLA_13800	arCOG00056	Tan1	tRNA(Ser,Leu)_C12_N-acetylase_TAN1,_contains_THUMP_domain	J	1.4e-116
GCA_000017945-FLGBHGLA_13810	arCOG00751	DppB	ABC-type_dipeptide/oligopeptide/nickel_transport_system,_permease_component	E	5.7e-91
GCA_000017945-FLGBHGLA_13820	arCOG00749	DppC	ABC-type_dipeptide/oligopeptide/nickel_transport_system,_permease_component	E	2.7e-128
GCA_000017945-FLGBHGLA_13830	arCOG00181	DppD	ABC-type_dipeptide/oligopeptide/nickel_transport_system,_ATPase_component	E	4.1e-125
GCA_000017945-FLGBHGLA_13840	arCOG00180	MalK	ABC-type_sugar_transport_system,_ATPase_component	G	2.7e-32
GCA_000017945-FLGBHGLA_13850	arCOG00164	CysU	ABC-type_sulfate_transport_system,_permease_component	O	2.7e-41
GCA_000017945-FLGBHGLA_13860	arCOG00219	ModA	ABC-type_molybdate_transport_system,_periplasmic_component	P	1e-24
GCA_000017945-FLGBHGLA_13870	arCOG04554	tfx	Transcriptional_regulator	K	1.7e-32
GCA_000017945-FLGBHGLA_13880	arCOG03192	-	Endonuclease_YncB,_thermonuclease_family	L	1.4e-06
GCA_000017945-FLGBHGLA_13890	arCOG01742	eRF1	Peptide_chain_release_factor_eRF1	J	1.6e-102
GCA_000017945-FLGBHGLA_13900	arCOG00090	GuaA	GMP_synthase_-_Glutamine_amidotransferase_domain	F	7.8e-27
GCA_000017945-FLGBHGLA_13910	arCOG04067	RplB	Ribosomal_protein_L2	J	4.5e-83
GCA_000017945-FLGBHGLA_13920	-	-	-	-	-
GCA_000017945-FLGBHGLA_13930	arCOG00557	Lhr	Lhr-like_helicase_with_C-terminal_Zn_finger_domain	R	1.2e-216
GCA_000017945-FLGBHGLA_13940	arCOG02146	-	Desulfoferredoxin	C	1.4e-35
GCA_000017945-FLGBHGLA_13950	arCOG00254	-	Predicted_dinucleotide-utilizing_enzyme	R	9.5e-87
GCA_000017945-FLGBHGLA_13960	arCOG01482	NadC	Nicotinate-nucleotide_pyrophosphorylase	H	1e-66
GCA_000017945-FLGBHGLA_13970	arCOG02175	-	Predicted_transporter_of_the_RND_superfamily	R	2.8e-183
GCA_000017945-FLGBHGLA_13980	arCOG04202	Gch31	Archaeal_GTP_cyclohydrolase_III	F	9.8e-44
GCA_000017945-FLGBHGLA_13990	-	-	-	-	-
GCA_000017945-FLGBHGLA_14000	arCOG01360	-	MiaB_family,_Radical_SAM_enzyme	R	1.9e-33
GCA_000017945-FLGBHGLA_14010	-	-	-	-	-
GCA_000017945-FLGBHGLA_14020	-	-	-	-	-
GCA_000017945-FLGBHGLA_14030	arCOG00322	TldE	Inactivated_Zn-dependent_protease,_component_of_TldD/TldE_system	O	8e-69
GCA_000017945-FLGBHGLA_14040	-	-	-	-	-
GCA_000017945-FLGBHGLA_14050	arCOG00081	PyrF	Orotidine-5'-phosphate_decarboxylase	F	1.8e-41
GCA_000017945-FLGBHGLA_14060	arCOG07617	-	Multiheme_cytochrome	C	1.7e-228
GCA_000017945-FLGBHGLA_14070	arCOG00073	CysH/DndC	PAPS_reductase_related_enzyme__fused_to_RNA-binding_PUA_domain_and_ferredoxin_domain	E	3.9e-124
GCA_000017945-FLGBHGLA_14080	arCOG04280	NagC	Transcriptional_regulator/sugar_kinase	K	1.4e-83
GCA_000017945-FLGBHGLA_14090	arCOG07461	-	Zn_finger_protein,_C2C2_type	S	6.6e-24
GCA_000017945-FLGBHGLA_14100	arCOG01833	IbpA	Molecular_chaperone_(HSP20_family)	O	1e-40
GCA_000017945-FLGBHGLA_14110	arCOG02643	AcrR	Transcriptional_regulator,_TetR/AcrR_family	K	3.9e-28
GCA_000017945-FLGBHGLA_14120	arCOG00357	GTP1	Ribosome-binding_ATPase_YchF,_GTP1/OBG_family	J	1e-129
GCA_000017945-FLGBHGLA_14130	arCOG02474	HyaA	Ni,Fe-hydrogenase_I_small_subunit	C	9.8e-132
GCA_000017945-FLGBHGLA_14140	arCOG01550	HyaB	Ni,Fe-hydrogenase_I_large_subunit	C	3.8e-196
GCA_000017945-FLGBHGLA_14150	arCOG06072	-	Membrane-bound_NiFe_hydrogenase_subunit	C	1.2e-97
GCA_000017945-FLGBHGLA_14160	arCOG00333	HdrD	CoB--CoM_heterodisulfide_reductase_subunit_D,_GlpC_family	C	2.4e-46
GCA_000017945-FLGBHGLA_14170	arCOG00458	-	Archaemetzincin_family_protease	E	3.2e-37
GCA_000017945-FLGBHGLA_14180	arCOG01700	SpeB	Arginase_family_enzyme	E	1.9e-61
GCA_000017945-FLGBHGLA_14190	arCOG01981	SUA7	Transcription_initiation_factor_TFIIB,_Brf1_subunit/Transcription_initiation_factor_TFIIB	K	4.6e-88
GCA_000017945-FLGBHGLA_14200	arCOG04144	-	8-oxoguanine_DNA_glycosylase	L	5.7e-65
GCA_000017945-FLGBHGLA_14210	arCOG01696	ApgM	2,3-bisphosphoglycerate-independent_phosphoglycerate_mutase	G	4e-125
GCA_000017945-FLGBHGLA_14220	arCOG00600	-	CBS_domain	R	1.7e-09
GCA_000017945-FLGBHGLA_14230	arCOG04290	-	PIN-domain_and_Zn_ribbon	R	2.7e-36
GCA_000017945-FLGBHGLA_14240	arCOG02772	NapH	Polyferredoxin	C	5e-55
GCA_000017945-FLGBHGLA_14250	arCOG02180	NapF	Polyferredoxin	C	4e-14
GCA_000017945-FLGBHGLA_14260	arCOG01491	FdhA	Anaerobic_dehydrogenase	C	0
GCA_000017945-FLGBHGLA_14270	arCOG09417	-	Putative_nitrate_reductase,_subunit_D	C	1.8e-59
GCA_000017945-FLGBHGLA_14280	-	-	-	-	-
GCA_000017945-FLGBHGLA_14290	arCOG03246	KamA	Lysine_2,3-aminomutase	E	1.9e-172
GCA_000017945-FLGBHGLA_14300	arCOG01559	FusA	Translation_elongation_factor_G,_EF-G_(GTPase)	J	1.9e-257
GCA_000017945-FLGBHGLA_14310	-	-	-	-	-
GCA_000017945-FLGBHGLA_14320	arCOG00368	SbcC	ATPase_involved_in_DNA_repair,_SbcC	L	4.7e-73
GCA_000017945-FLGBHGLA_14330	arCOG05931	-	Homolog_of_transcription_initiation_factor_TFIIB,_contains_Zn-ribbon_domain	K	5.8e-24
GCA_000017945-FLGBHGLA_14340	arCOG00912	ArgF	Ornithine_carbamoyltransferase	E	1.2e-104
GCA_000017945-FLGBHGLA_14350	arCOG04329	-	Predicted_butyrate_kinase	C	4.6e-30
GCA_000017945-FLGBHGLA_14360	arCOG04062	-	Uncharacterized_protein	S	9.3e-45
GCA_000017945-FLGBHGLA_14370	arCOG00216	MoeA	Molybdopterin_biosynthesis_enzyme	H	1.6e-77
